,PCU236211236211
2007-06-01,100.0
2007-07-01,100.7
2007-08-01,100.8
2007-09-01,100.7
2007-10-01,102.5
2007-11-01,102.5
2007-12-01,102.4
2008-01-01,102.8
2008-02-01,102.8
2008-03-01,102.8
2008-04-01,103.2
2008-05-01,103.1
2008-06-01,103.1
2008-07-01,105.7
2008-08-01,105.7
2008-09-01,105.8
2008-10-01,110.5
2008-11-01,110.4
2008-12-01,110.4
2009-01-01,111.8
2009-02-01,111.8
2009-03-01,110.9
2009-04-01,109.4
2009-05-01,109.4
2009-06-01,108.4
2009-07-01,105.4
2009-08-01,105.2
2009-09-01,105.0
2009-10-01,105.6
2009-11-01,105.4
2009-12-01,105.2
2010-01-01,105.2
2010-02-01,105.1
2010-03-01,104.9
2010-04-01,105.1
2010-05-01,105.1
2010-06-01,104.9
2010-07-01,105.3
2010-08-01,105.3
2010-09-01,105.3
2010-10-01,105.6
2010-11-01,105.6
2010-12-01,105.6
2011-01-01,105.7
2011-02-01,105.4
2011-03-01,105.4
2011-04-01,106.3
2011-05-01,106.3
2011-06-01,106.3
2011-07-01,107.7
2011-08-01,107.7
2011-09-01,107.6
2011-10-01,109.1
2011-11-01,109.0
2011-12-01,108.7
2012-01-01,109.4
2012-02-01,109.5
2012-03-01,109.7
2012-04-01,110.1
2012-05-01,110.0
2012-06-01,109.9
2012-07-01,109.9
2012-08-01,109.9
2012-09-01,109.7
2012-10-01,110.2
2012-11-01,110.2
2012-12-01,110.2
2013-01-01,110.9
2013-02-01,110.9
2013-03-01,111.0
2013-04-01,111.6
2013-05-01,111.7
2013-06-01,111.8
2013-07-01,112.4
2013-08-01,112.4
2013-09-01,112.6
2013-10-01,114.7
2013-11-01,114.6
2013-12-01,114.7
2014-01-01,115.3
2014-02-01,115.3
2014-03-01,115.4
2014-04-01,115.6
2014-05-01,115.6
2014-06-01,115.7
2014-07-01,116.3
2014-08-01,116.3
2014-09-01,116.4
2014-10-01,116.9
2014-11-01,117.0
2014-12-01,116.9
2015-01-01,117.6
2015-02-01,117.6
2015-03-01,117.7
2015-04-01,117.5
2015-05-01,117.8
2015-06-01,117.8
2015-07-01,118.7
2015-08-01,118.6
2015-09-01,118.4
2015-10-01,119.2
2015-11-01,119.3
2015-12-01,119.5
2016-01-01,119.1
2016-02-01,119.0
2016-03-01,119.0
2016-04-01,119.8
2016-05-01,119.3
2016-06-01,119.2
2016-07-01,118.2
2016-08-01,118.2
2016-09-01,118.4
2016-10-01,119.4
2016-11-01,119.4
2016-12-01,119.5
2017-01-01,119.9
2017-02-01,119.9
2017-03-01,120.0
2017-04-01,120.8
2017-05-01,120.9
2017-06-01,120.8
2017-07-01,123.4
2017-08-01,123.2
2017-09-01,123.3
2017-10-01,124.0
2017-11-01,124.1
2017-12-01,124.2
2018-01-01,125.3
2018-02-01,125.3
2018-03-01,125.3
2018-04-01,126.7
2018-05-01,126.7
2018-06-01,127.0
2018-07-01,127.7
2018-08-01,127.7
2018-09-01,127.8
2018-10-01,131.2
2018-11-01,131.7
2018-12-01,131.5
2019-01-01,132.7
2019-02-01,132.7
2019-03-01,132.7
2019-04-01,135.4
2019-05-01,135.4
2019-06-01,135.4
2019-07-01,136.2
2019-08-01,136.1
2019-09-01,136.3
2019-10-01,137.3
2019-11-01,137.3
2019-12-01,137.4
2020-01-01,138.1
2020-02-01,138.1
2020-03-01,138.0
2020-04-01,139.4
2020-05-01,139.4
2020-06-01,139.3
2020-07-01,140.4
2020-08-01,140.3
2020-09-01,140.2
2020-10-01,140.1
2020-11-01,139.8
2020-12-01,140.2
2021-01-01,140.4
2021-02-01,140.6
2021-03-01,140.7
2021-04-01,141.7
2021-05-01,141.8
2021-06-01,142.1
2021-07-01,145.561
2021-08-01,146.109
2021-09-01,146.442
2021-10-01,157.669
2021-11-01,158.406
2021-12-01,159.068
2022-01-01,165.842
