,PCU332322332322
2011-12-01,196.0
2012-01-01,196.0
2012-02-01,195.5
2012-03-01,195.6
2012-04-01,195.6
2012-05-01,196.6
2012-06-01,195.9
2012-07-01,195.9
2012-08-01,195.4
2012-09-01,195.4
2012-10-01,194.8
2012-11-01,194.4
2012-12-01,194.1
2013-01-01,194.4
2013-02-01,194.6
2013-03-01,194.4
2013-04-01,193.0
2013-05-01,193.1
2013-06-01,192.8
2013-07-01,192.6
2013-08-01,192.1
2013-09-01,192.2
2013-10-01,192.2
2013-11-01,192.1
2013-12-01,192.0
2014-01-01,193.1
2014-02-01,193.6
2014-03-01,193.4
2014-04-01,193.8
2014-05-01,195.7
2014-06-01,195.8
2014-07-01,196.5
2014-08-01,197.6
2014-09-01,196.7
2014-10-01,196.0
2014-11-01,196.5
2014-12-01,196.3
2015-01-01,198.0
2015-02-01,198.3
2015-03-01,199.3
2015-04-01,199.3
2015-05-01,199.2
2015-06-01,199.2
2015-07-01,199.1
2015-08-01,198.5
2015-09-01,198.3
2015-10-01,198.4
2015-11-01,198.5
2015-12-01,198.7
2016-01-01,198.8
2016-02-01,198.1
2016-03-01,198.3
2016-04-01,198.1
2016-05-01,198.6
2016-06-01,198.4
2016-07-01,198.5
2016-08-01,199.6
2016-09-01,199.9
2016-10-01,199.9
2016-11-01,200.0
2016-12-01,200.2
2017-01-01,200.2
2017-02-01,200.8
2017-03-01,201.0
2017-04-01,201.1
2017-05-01,201.3
2017-06-01,201.7
2017-07-01,202.2
2017-08-01,202.2
2017-09-01,202.3
2017-10-01,202.2
2017-11-01,202.2
2017-12-01,202.2
2018-01-01,202.5
2018-02-01,204.2
2018-03-01,206.3
2018-04-01,205.7
2018-05-01,212.5
2018-06-01,212.7
2018-07-01,213.4
2018-08-01,214.8
2018-09-01,214.8
2018-10-01,218.0
2018-11-01,219.1
2018-12-01,219.2
2019-01-01,219.6
2019-02-01,219.3
2019-03-01,220.2
2019-04-01,217.8
2019-05-01,217.7
2019-06-01,217.6
2019-07-01,217.8
2019-08-01,217.6
2019-09-01,217.4
2019-10-01,217.4
2019-11-01,217.4
2019-12-01,217.4
2020-01-01,217.6
2020-02-01,217.7
2020-03-01,217.4
2020-04-01,217.3
2020-05-01,217.3
2020-06-01,217.3
2020-07-01,217.4
2020-08-01,217.2
2020-09-01,217.2
2020-10-01,217.3
2020-11-01,217.3
2020-12-01,217.3
2021-01-01,216.4
2021-02-01,221.5
2021-03-01,224.0
2021-04-01,228.7
2021-05-01,230.8
2021-06-01,240.6
2021-07-01,246.152
2021-08-01,254.139
2021-09-01,255.213
2021-10-01,259.766
2021-11-01,265.393
2021-12-01,272.879
2022-01-01,277.394
