,PCU32733273
2003-12-01,100.0
2004-01-01,100.9
2004-02-01,101.7
2004-03-01,101.7
2004-04-01,102.4
2004-05-01,103.0
2004-06-01,103.6
2004-07-01,103.7
2004-08-01,105.0
2004-09-01,106.4
2004-10-01,107.0
2004-11-01,107.5
2004-12-01,107.7
2005-01-01,110.3
2005-02-01,111.2
2005-03-01,112.0
2005-04-01,112.8
2005-05-01,113.4
2005-06-01,113.8
2005-07-01,115.8
2005-08-01,116.1
2005-09-01,117.0
2005-10-01,117.4
2005-11-01,118.9
2005-12-01,118.9
2006-01-01,123.3
2006-02-01,124.3
2006-03-01,124.8
2006-04-01,125.7
2006-05-01,126.4
2006-06-01,126.6
2006-07-01,127.8
2006-08-01,127.9
2006-09-01,128.1
2006-10-01,127.9
2006-11-01,128.4
2006-12-01,128.6
2007-01-01,130.4
2007-02-01,130.6
2007-03-01,131.2
2007-04-01,131.7
2007-05-01,131.8
2007-06-01,131.8
2007-07-01,132.1
2007-08-01,132.1
2007-09-01,132.3
2007-10-01,132.4
2007-11-01,132.8
2007-12-01,133.2
2008-01-01,133.9
2008-02-01,134.0
2008-03-01,134.3
2008-04-01,135.4
2008-05-01,136.0
2008-06-01,136.2
2008-07-01,136.9
2008-08-01,136.9
2008-09-01,137.6
2008-10-01,138.3
2008-11-01,138.6
2008-12-01,138.8
2009-01-01,140.7
2009-02-01,140.2
2009-03-01,139.3
2009-04-01,138.9
2009-05-01,138.5
2009-06-01,138.3
2009-07-01,137.9
2009-08-01,137.2
2009-09-01,136.8
2009-10-01,136.2
2009-11-01,135.9
2009-12-01,136.1
2010-01-01,135.9
2010-02-01,136.0
2010-03-01,136.1
2010-04-01,135.3
2010-05-01,135.2
2010-06-01,135.3
2010-07-01,135.3
2010-08-01,135.0
2010-09-01,134.9
2010-10-01,134.8
2010-11-01,134.9
2010-12-01,134.9
2011-01-01,135.0
2011-02-01,134.9
2011-03-01,134.7
2011-04-01,134.6
2011-05-01,135.0
2011-06-01,135.0
2011-07-01,135.2
2011-08-01,135.0
2011-09-01,135.2
2011-10-01,134.8
2011-11-01,135.4
2011-12-01,135.6
2012-01-01,136.5
2012-02-01,136.8
2012-03-01,137.1
2012-04-01,137.2
2012-05-01,137.4
2012-06-01,137.2
2012-07-01,137.6
2012-08-01,137.8
2012-09-01,137.9
2012-10-01,138.2
2012-11-01,138.5
2012-12-01,139.1
2013-01-01,140.0
2013-02-01,140.1
2013-03-01,140.2
2013-04-01,141.4
2013-05-01,141.5
2013-06-01,141.7
2013-07-01,142.2
2013-08-01,142.1
2013-09-01,142.4
2013-10-01,142.5
2013-11-01,142.7
2013-12-01,142.9
2014-01-01,144.3
2014-02-01,145.0
2014-03-01,145.4
2014-04-01,146.3
2014-05-01,146.3
2014-06-01,147.0
2014-07-01,147.5
2014-08-01,148.6
2014-09-01,149.1
2014-10-01,149.6
2014-11-01,150.0
2014-12-01,150.4
2015-01-01,151.7
2015-02-01,152.2
2015-03-01,152.5
2015-04-01,154.0
2015-05-01,153.7
2015-06-01,153.7
2015-07-01,153.7
2015-08-01,153.9
2015-09-01,154.1
2015-10-01,154.4
2015-11-01,154.8
2015-12-01,155.0
2016-01-01,156.1
2016-02-01,156.4
2016-03-01,157.4
2016-04-01,158.3
2016-05-01,158.6
2016-06-01,158.7
2016-07-01,159.0
2016-08-01,159.2
2016-09-01,159.1
2016-10-01,159.3
2016-11-01,159.6
2016-12-01,159.8
2017-01-01,160.9
2017-02-01,161.2
2017-03-01,161.6
2017-04-01,163.4
2017-05-01,163.0
2017-06-01,163.5
2017-07-01,163.5
2017-08-01,163.6
2017-09-01,163.6
2017-10-01,163.7
2017-11-01,163.9
2017-12-01,164.3
2018-01-01,165.8
2018-02-01,166.1
2018-03-01,168.9
2018-04-01,169.0
2018-05-01,169.8
2018-06-01,169.3
2018-07-01,169.4
2018-08-01,169.7
2018-09-01,170.1
2018-10-01,169.6
2018-11-01,169.8
2018-12-01,170.1
2019-01-01,171.3
2019-02-01,171.6
2019-03-01,171.5
2019-04-01,173.6
2019-05-01,174.1
2019-06-01,175.3
2019-07-01,174.9
2019-08-01,175.7
2019-09-01,175.4
2019-10-01,175.3
2019-11-01,175.2
2019-12-01,175.0
2020-01-01,176.7
2020-02-01,177.2
2020-03-01,178.2
2020-04-01,178.8
2020-05-01,178.8
2020-06-01,178.6
2020-07-01,179.0
2020-08-01,178.4
2020-09-01,179.2
2020-10-01,178.9
2020-11-01,178.0
2020-12-01,178.8
2021-01-01,179.8
2021-02-01,181.2
2021-03-01,182.1
2021-04-01,184.9
2021-05-01,185.3
2021-06-01,185.7
2021-07-01,187.734
2021-08-01,190.152
2021-09-01,190.941
2021-10-01,191.379
2021-11-01,192.706
2021-12-01,193.355
2022-01-01,197.806
