,PCU483111483111
1988-06-01,100.0
1988-07-01,104.2
1988-08-01,102.6
1988-09-01,107.0
1988-10-01,101.9
1988-11-01,102.3
1988-12-01,105.4
1989-01-01,105.1
1989-02-01,105.1
1989-03-01,106.7
1989-04-01,106.3
1989-05-01,106.3
1989-06-01,106.1
1989-07-01,107.2
1989-08-01,107.0
1989-09-01,106.8
1989-10-01,106.5
1989-11-01,106.2
1989-12-01,106.3
1990-01-01,106.9
1990-02-01,107.2
1990-03-01,107.1
1990-04-01,111.0
1990-05-01,111.9
1990-06-01,113.8
1990-07-01,117.0
1990-08-01,116.5
1990-09-01,117.0
1990-10-01,116.8
1990-11-01,116.4
1990-12-01,115.3
1991-01-01,117.9
1991-02-01,119.7
1991-03-01,119.8
1991-04-01,118.9
1991-05-01,119.3
1991-06-01,117.6
1991-07-01,118.4
1991-08-01,117.2
1991-09-01,121.3
1991-10-01,121.4
1991-11-01,121.4
1991-12-01,121.4
1992-01-01,119.2
1992-02-01,119.7
1992-03-01,116.3
1992-04-01,115.7
1992-05-01,117.3
1992-06-01,115.4
1992-07-01,115.7
1992-08-01,116.3
1992-09-01,115.6
1992-10-01,115.5
1992-11-01,115.4
1992-12-01,115.1
1993-01-01,115.4
1993-02-01,115.3
1993-03-01,114.7
1993-04-01,115.5
1993-05-01,115.6
1993-06-01,116.1
1993-07-01,116.0
1993-08-01,116.2
1993-09-01,116.0
1993-10-01,115.7
1993-11-01,117.5
1993-12-01,117.2
1994-01-01,115.4
1994-02-01,115.1
1994-03-01,115.0
1994-04-01,115.0
1994-05-01,116.5
1994-06-01,114.1
1994-07-01,114.4
1994-08-01,114.7
1994-09-01,112.5
1994-10-01,115.2
1994-11-01,112.4
1994-12-01,112.6
1995-01-01,112.6
1995-02-01,112.9
1995-03-01,112.5
1995-04-01,112.7
1995-05-01,113.9
1995-06-01,113.6
1995-07-01,113.6
1995-08-01,113.8
1995-09-01,113.9
1995-10-01,113.5
1995-11-01,113.3
1995-12-01,113.5
1996-01-01,113.2
1996-02-01,113.7
1996-03-01,114.5
1996-04-01,114.0
1996-05-01,114.0
1996-06-01,114.0
1996-07-01,114.4
1996-08-01,114.3
1996-09-01,114.3
1996-10-01,114.3
1996-11-01,114.3
1996-12-01,114.3
1997-01-01,113.8
1997-02-01,114.4
1997-03-01,114.2
1997-04-01,113.7
1997-05-01,114.2
1997-06-01,116.0
1997-07-01,113.2
1997-08-01,113.9
1997-09-01,110.8
1997-10-01,111.9
1997-11-01,111.0
1997-12-01,110.1
1998-01-01,111.9
1998-02-01,111.2
1998-03-01,109.8
1998-04-01,109.2
1998-05-01,117.9
1998-06-01,119.6
1998-07-01,122.4
1998-08-01,122.3
1998-09-01,122.6
1998-10-01,120.1
1998-11-01,118.5
1998-12-01,115.3
1999-01-01,115.1
1999-02-01,115.1
1999-03-01,114.5
1999-04-01,114.4
1999-05-01,140.0
1999-06-01,146.4
1999-07-01,145.0
1999-08-01,144.8
1999-09-01,145.4
1999-10-01,142.7
1999-11-01,142.9
1999-12-01,141.7
2000-01-01,141.7
2000-02-01,141.9
2000-03-01,143.2
2000-04-01,145.4
2000-05-01,160.5
2000-06-01,161.4
2000-07-01,162.6
2000-08-01,164.7
2000-09-01,165.7
2000-10-01,164.8
2000-11-01,158.5
2000-12-01,159.8
2001-01-01,162.5
2001-02-01,164.2
2001-03-01,162.8
2001-04-01,158.6
2001-05-01,171.1
2001-06-01,170.9
2001-07-01,183.1
2001-08-01,182.7
2001-09-01,184.2
2001-10-01,182.6
2001-11-01,172.5
2001-12-01,171.7
2002-01-01,170.9
2002-02-01,170.6
2002-03-01,169.7
2002-04-01,167.6
2002-05-01,176.7
2002-06-01,185.4
2002-07-01,188.8
2002-08-01,188.7
2002-09-01,198.9
2002-10-01,202.9
2002-11-01,204.0
2002-12-01,205.8
2003-01-01,207.8
2003-02-01,201.0
2003-03-01,201.1
2003-04-01,199.8
2003-05-01,223.6
2003-06-01,223.7
2003-07-01,233.5
2003-08-01,233.6
2003-09-01,233.6
2003-10-01,233.7
2003-11-01,223.9
2003-12-01,223.8
2004-01-01,220.5
2004-02-01,220.6
2004-03-01,222.1
2004-04-01,223.9
2004-05-01,224.3
2004-06-01,224.0
2004-07-01,226.8
2004-08-01,227.7
2004-09-01,229.8
2004-10-01,229.9
2004-11-01,230.7
2004-12-01,230.7
2005-01-01,230.9
2005-02-01,230.6
2005-03-01,232.0
2005-04-01,233.3
2005-05-01,229.6
2005-06-01,231.4
2005-07-01,232.2
2005-08-01,232.6
2005-09-01,232.9
2005-10-01,233.0
2005-11-01,233.1
2005-12-01,231.3
2006-01-01,231.3
2006-02-01,231.4
2006-03-01,235.1
2006-04-01,234.5
2006-05-01,235.9
2006-06-01,233.7
2006-07-01,233.1
2006-08-01,233.1
2006-09-01,233.1
2006-10-01,233.5
2006-11-01,232.8
2006-12-01,231.8
2007-01-01,231.8
2007-02-01,227.8
2007-03-01,228.0
2007-04-01,228.0
2007-05-01,227.5
2007-06-01,226.6
2007-07-01,231.4
2007-08-01,231.4
2007-09-01,231.4
2007-10-01,233.2
2007-11-01,231.3
2007-12-01,231.3
2008-01-01,234.0
2008-02-01,234.1
2008-03-01,237.7
2008-04-01,241.2
2008-05-01,256.5
2008-06-01,262.2
2008-07-01,267.0
2008-08-01,281.1
2008-09-01,284.4
2008-10-01,279.6
2008-11-01,263.8
2008-12-01,258.2
2009-01-01,234.5
2009-02-01,225.2
2009-03-01,225.7
2009-04-01,226.8
2009-05-01,208.8
2009-06-01,209.0
2009-07-01,210.2
2009-08-01,212.2
2009-09-01,215.6
2009-10-01,217.9
2009-11-01,219.0
2009-12-01,221.2
2010-01-01,227.2
2010-02-01,229.5
2010-03-01,229.5
2010-04-01,236.9
2010-05-01,244.2
2010-06-01,247.8
2010-07-01,254.6
2010-08-01,254.6
2010-09-01,254.7
2010-10-01,252.8
2010-11-01,252.8
2010-12-01,252.8
2011-01-01,253.8
2011-02-01,256.8
2011-03-01,263.5
2011-04-01,265.4
2011-05-01,267.6
2011-06-01,265.9
2011-07-01,254.5
2011-08-01,247.8
2011-09-01,247.0
2011-10-01,239.9
2011-11-01,244.1
2011-12-01,239.4
2012-01-01,239.6
2012-02-01,242.7
2012-03-01,251.7
2012-04-01,253.4
2012-05-01,253.6
2012-06-01,252.3
2012-07-01,252.0
2012-08-01,252.9
2012-09-01,252.0
2012-10-01,248.8
2012-11-01,249.3
2012-12-01,250.4
2013-01-01,250.7
2013-02-01,249.5
2013-03-01,249.9
2013-04-01,244.2
2013-05-01,248.5
2013-06-01,247.0
2013-07-01,248.4
2013-08-01,248.3
2013-09-01,249.4
2013-10-01,249.2
2013-11-01,247.2
2013-12-01,257.6
2014-01-01,263.0
2014-02-01,262.2
2014-03-01,262.1
2014-04-01,263.3
2014-05-01,264.0
2014-06-01,264.9
2014-07-01,262.6
2014-08-01,262.5
2014-09-01,262.3
2014-10-01,261.5
2014-11-01,261.1
2014-12-01,260.9
2015-01-01,259.9
2015-02-01,267.4
2015-03-01,268.1
2015-04-01,269.2
2015-05-01,269.1
2015-06-01,263.2
2015-07-01,258.9
2015-08-01,257.9
2015-09-01,252.6
2015-10-01,252.7
2015-11-01,249.2
2015-12-01,242.6
2016-01-01,240.0
2016-02-01,236.0
2016-03-01,238.4
2016-04-01,237.1
2016-05-01,237.7
2016-06-01,239.3
2016-07-01,237.0
2016-08-01,240.9
2016-09-01,240.9
2016-10-01,249.1
2016-11-01,249.7
2016-12-01,252.8
2017-01-01,254.9
2017-02-01,258.2
2017-03-01,256.8
2017-04-01,259.4
2017-05-01,262.2
2017-06-01,262.2
