,PCU483111483111
2017-07-01,264.1
2017-08-01,264.3
2017-09-01,264.7
2017-10-01,263.1
2017-11-01,272.5
2017-12-01,270.8
2018-01-01,275.1
2018-02-01,275.4
2018-03-01,275.6
2018-04-01,278.3
2018-05-01,286.6
2018-06-01,294.1
2018-07-01,300.8
2018-08-01,300.5
2018-09-01,301.1
2018-10-01,304.5
2018-11-01,305.2
2018-12-01,304.5
2019-01-01,307.2
2019-02-01,306.5
2019-03-01,308.2
2019-04-01,309.5
2019-05-01,310.2
2019-06-01,309.3
2019-07-01,313.7
2019-08-01,304.2
2019-09-01,305.0
2019-10-01,302.9
2019-11-01,316.9
2019-12-01,320.6
2020-01-01,320.8
2020-02-01,304.1
2020-03-01,302.1
2020-04-01,286.9
2020-05-01,287.0
2020-06-01,287.8
2020-07-01,288.6
2020-08-01,288.8
2020-09-01,288.2
2020-10-01,284.3
2020-11-01,281.1
2020-12-01,284.0
2021-01-01,286.3
2021-02-01,294.3
2021-03-01,299.9
2021-04-01,309.5
2021-05-01,322.9
2021-06-01,336.9
2021-07-01,340.299
2021-08-01,334.857
2021-09-01,346.891
2021-10-01,356.86
2021-11-01,353.44
2021-12-01,365.693
2022-01-01,369.291
