,PCU3274203274201
2012-04-01,171.3
2012-05-01,173.8
2012-06-01,179.1
2012-07-01,178.4
2012-08-01,179.0
2012-09-01,176.5
2012-10-01,174.3
2012-11-01,175.7
2012-12-01,175.5
2013-01-01,197.7
2013-02-01,204.4
2013-03-01,207.8
2013-04-01,207.9
2013-05-01,210.0
2013-06-01,208.8
2013-07-01,206.6
2013-08-01,205.8
2013-09-01,204.8
2013-10-01,203.9
2013-11-01,202.3
2013-12-01,206.3
2014-01-01,224.6
2014-02-01,230.3
2014-03-01,229.5
2014-04-01,220.1
2014-05-01,217.7
2014-06-01,222.2
2014-07-01,223.8
2014-08-01,221.0
2014-09-01,219.6
2014-10-01,221.3
2014-11-01,219.3
2014-12-01,221.0
2015-01-01,231.1
2015-02-01,235.9
2015-03-01,230.1
2015-04-01,226.9
2015-05-01,226.8
2015-06-01,224.0
2015-07-01,222.3
2015-08-01,221.1
2015-09-01,220.3
2015-10-01,222.7
2015-11-01,220.6
2015-12-01,216.0
2016-01-01,220.0
2016-02-01,219.8
2016-03-01,219.2
2016-04-01,229.6
2016-05-01,228.3
2016-06-01,224.6
2016-07-01,225.6
2016-08-01,226.4
2016-09-01,225.5
2016-10-01,225.0
2016-11-01,224.3
2016-12-01,230.9
2017-01-01,233.6
2017-02-01,248.6
2017-03-01,247.6
2017-04-01,247.2
2017-05-01,245.5
2017-06-01,
2017-07-01,
2017-08-01,
2017-09-01,
2017-10-01,
2017-11-01,
2017-12-01,
2018-01-01,
2018-02-01,
2018-03-01,
2018-04-01,
2018-05-01,
2018-06-01,
2018-07-01,
2018-08-01,
2018-09-01,259.5
2018-10-01,257.2
2018-11-01,250.1
2018-12-01,251.0
2019-01-01,245.7
2019-02-01,244.7
2019-03-01,240.8
2019-04-01,243.3
2019-05-01,237.5
2019-06-01,233.1
2019-07-01,233.2
2019-08-01,233.2
2019-09-01,233.2
2019-10-01,232.7
2019-11-01,231.9
2019-12-01,232.0
2020-01-01,240.5
2020-02-01,239.1
2020-03-01,240.2
2020-04-01,235.6
2020-05-01,236.0
2020-06-01,235.4
2020-07-01,234.1
2020-08-01,232.6
2020-09-01,232.4
2020-10-01,232.6
2020-11-01,242.4
2020-12-01,242.8
2021-01-01,252.4
2021-02-01,253.4
2021-03-01,257.2
2021-04-01,267.2
2021-05-01,274.4
2021-06-01,284.2
2021-07-01,291.447
2021-08-01,292.106
2021-09-01,291.963
2021-10-01,297.504
2021-11-01,297.789
2021-12-01,298.526
2022-01-01,315.519
