,PCU325412325412
1981-06-01,100.0
1981-07-01,101.2
1981-08-01,100.7
1981-09-01,102.2
1981-10-01,103.9
1981-11-01,103.7
1981-12-01,104.3
1982-01-01,106.0
1982-02-01,107.1
1982-03-01,108.2
1982-04-01,109.4
1982-05-01,110.1
1982-06-01,110.1
1982-07-01,110.4
1982-08-01,110.7
1982-09-01,113.1
1982-10-01,114.8
1982-11-01,115.0
1982-12-01,115.3
1983-01-01,117.0
1983-02-01,118.3
1983-03-01,119.1
1983-04-01,120.4
1983-05-01,120.5
1983-06-01,120.6
1983-07-01,121.8
1983-08-01,121.5
1983-09-01,122.6
1983-10-01,123.8
1983-11-01,124.8
1983-12-01,125.3
1984-01-01,126.0
1984-02-01,126.9
1984-03-01,128.3
1984-04-01,129.5
1984-05-01,129.7
1984-06-01,129.9
1984-07-01,131.8
1984-08-01,131.4
1984-09-01,131.1
1984-10-01,134.0
1984-11-01,135.1
1984-12-01,134.2
1985-01-01,135.8
1985-02-01,137.0
1985-03-01,138.4
1985-04-01,139.3
1985-05-01,140.6
1985-06-01,140.4
1985-07-01,143.2
1985-08-01,142.2
1985-09-01,143.5
1985-10-01,144.3
1985-11-01,145.8
1985-12-01,144.7
1986-01-01,147.6
1986-02-01,148.8
1986-03-01,150.2
1986-04-01,151.4
1986-05-01,152.3
1986-06-01,151.9
1986-07-01,152.9
1986-08-01,153.1
1986-09-01,154.2
1986-10-01,154.8
1986-11-01,156.0
1986-12-01,156.7
1987-01-01,158.6
1987-02-01,159.6
1987-03-01,161.6
1987-04-01,162.6
1987-05-01,164.1
1987-06-01,163.4
1987-07-01,164.1
1987-08-01,164.5
1987-09-01,166.2
1987-10-01,165.3
1987-11-01,168.6
1987-12-01,168.4
1988-01-01,169.8
1988-02-01,170.4
1988-03-01,172.7
1988-04-01,173.6
1988-05-01,174.8
1988-06-01,174.8
1988-07-01,176.1
1988-08-01,176.6
1988-09-01,178.1
1988-10-01,178.6
1988-11-01,181.0
1988-12-01,181.3
1989-01-01,184.7
1989-02-01,184.9
1989-03-01,187.1
1989-04-01,188.2
1989-05-01,188.1
1989-06-01,189.9
1989-07-01,190.9
1989-08-01,192.8
1989-09-01,192.5
1989-10-01,193.2
1989-11-01,194.5
1989-12-01,195.1
1990-01-01,197.2
1990-02-01,199.3
1990-03-01,200.8
1990-04-01,202.2
1990-05-01,203.2
1990-06-01,202.8
1990-07-01,203.8
1990-08-01,204.8
1990-09-01,204.8
1990-10-01,206.5
1990-11-01,208.2
1990-12-01,208.7
1991-01-01,209.9
1991-02-01,211.8
1991-03-01,212.5
1991-04-01,215.8
1991-05-01,216.4
1991-06-01,217.1
1991-07-01,219.5
1991-08-01,220.5
1991-09-01,219.0
1991-10-01,221.5
1991-11-01,221.6
1991-12-01,221.6
1992-01-01,224.3
1992-02-01,226.7
1992-03-01,227.7
1992-04-01,230.2
1992-05-01,230.8
1992-06-01,231.1
1992-07-01,232.1
1992-08-01,233.7
1992-09-01,233.0
1992-10-01,234.6
1992-11-01,234.2
1992-12-01,235.6
1993-01-01,236.4
1993-02-01,238.3
1993-03-01,238.2
1993-04-01,240.2
1993-05-01,240.1
1993-06-01,241.0
1993-07-01,241.8
1993-08-01,242.6
1993-09-01,242.2
1993-10-01,243.1
1993-11-01,242.7
1993-12-01,241.7
1994-01-01,242.8
1994-02-01,242.5
1994-03-01,243.1
1994-04-01,243.8
1994-05-01,244.7
1994-06-01,245.0
1994-07-01,244.8
1994-08-01,244.9
1994-09-01,245.2
1994-10-01,245.3
1994-11-01,246.1
1994-12-01,246.6
1995-01-01,246.9
1995-02-01,247.1
1995-03-01,247.7
1995-04-01,249.4
1995-05-01,249.7
1995-06-01,249.8
1995-07-01,249.9
1995-08-01,250.2
1995-09-01,250.9
1995-10-01,252.6
1995-11-01,252.6
1995-12-01,252.8
1996-01-01,253.2
1996-02-01,253.2
1996-03-01,253.0
1996-04-01,252.9
1996-05-01,253.3
1996-06-01,253.8
1996-07-01,254.3
1996-08-01,254.4
1996-09-01,254.2
1996-10-01,254.5
1996-11-01,254.5
1996-12-01,255.3
1997-01-01,257.1
1997-02-01,257.8
1997-03-01,258.8
1997-04-01,257.6
1997-05-01,258.3
1997-06-01,258.6
1997-07-01,258.8
1997-08-01,259.0
1997-09-01,259.3
1997-10-01,260.4
1997-11-01,261.3
1997-12-01,261.8
1998-01-01,262.3
1998-02-01,265.0
1998-03-01,291.0
1998-04-01,291.8
1998-05-01,292.8
1998-06-01,295.0
1998-07-01,297.3
1998-08-01,296.2
1998-09-01,296.2
1998-10-01,298.2
1998-11-01,297.6
1998-12-01,298.2
1999-01-01,294.5
1999-02-01,294.6
1999-03-01,294.9
1999-04-01,295.4
1999-05-01,297.0
1999-06-01,298.0
1999-07-01,300.8
1999-08-01,300.5
1999-09-01,301.4
1999-10-01,302.0
1999-11-01,302.1
1999-12-01,301.5
2000-01-01,303.6
2000-02-01,304.0
2000-03-01,304.7
2000-04-01,305.8
2000-05-01,305.3
2000-06-01,304.8
2000-07-01,307.0
2000-08-01,308.3
2000-09-01,308.5
2000-10-01,308.4
2000-11-01,307.9
2000-12-01,310.3
2001-01-01,311.0
2001-02-01,312.7
2001-03-01,313.2
2001-04-01,317.7
2001-05-01,314.2
2001-06-01,316.1
2001-07-01,312.5
2001-08-01,313.1
2001-09-01,314.9
2001-10-01,315.0
2001-11-01,316.7
2001-12-01,316.9
2002-01-01,320.1
2002-02-01,321.3
2002-03-01,323.7
2002-04-01,324.1
2002-05-01,324.1
2002-06-01,325.7
2002-07-01,327.5
2002-08-01,328.1
2002-09-01,329.1
2002-10-01,331.3
2002-11-01,331.6
2002-12-01,333.2
2003-01-01,336.2
2003-02-01,337.1
2003-03-01,338.5
2003-04-01,339.9
2003-05-01,340.9
2003-06-01,343.4
2003-07-01,345.2
2003-08-01,345.4
2003-09-01,347.5
2003-10-01,347.9
2003-11-01,348.0
2003-12-01,350.1
2004-01-01,354.8
2004-02-01,354.6
2004-03-01,355.3
2004-04-01,359.4
2004-05-01,359.9
2004-06-01,361.3
2004-07-01,361.2
2004-08-01,361.9
2004-09-01,362.3
2004-10-01,362.1
2004-11-01,363.2
2004-12-01,365.2
2005-01-01,369.2
2005-02-01,370.5
2005-03-01,370.7
2005-04-01,372.1
2005-05-01,375.8
2005-06-01,377.7
2005-07-01,384.6
2005-08-01,385.6
2005-09-01,382.3
2005-10-01,382.4
2005-11-01,386.6
2005-12-01,387.0
2006-01-01,391.3
2006-02-01,394.7
2006-03-01,396.0
