,PCU325412325412
2006-04-01,395.1
2006-05-01,400.1
2006-06-01,399.1
2006-07-01,400.2
2006-08-01,399.5
2006-09-01,399.8
2006-10-01,398.7
2006-11-01,398.8
2006-12-01,401.6
2007-01-01,405.9
2007-02-01,407.8
2007-03-01,409.2
2007-04-01,410.8
2007-05-01,411.0
2007-06-01,411.6
2007-07-01,413.0
2007-08-01,417.5
2007-09-01,418.7
2007-10-01,419.4
2007-11-01,420.2
2007-12-01,420.9
2008-01-01,427.0
2008-02-01,433.1
2008-03-01,434.0
2008-04-01,437.7
2008-05-01,439.2
2008-06-01,439.0
2008-07-01,441.6
2008-08-01,442.9
2008-09-01,445.3
2008-10-01,446.2
2008-11-01,448.9
2008-12-01,453.1
2009-01-01,457.0
2009-02-01,459.2
2009-03-01,462.9
2009-04-01,465.7
2009-05-01,466.4
2009-06-01,468.7
2009-07-01,471.5
2009-08-01,472.6
2009-09-01,473.9
2009-10-01,475.9
2009-11-01,476.9
2009-12-01,479.7
2010-01-01,488.6
2010-02-01,490.8
2010-03-01,492.7
2010-04-01,492.0
2010-05-01,492.0
2010-06-01,492.5
2010-07-01,497.0
2010-08-01,497.5
2010-09-01,499.9
2010-10-01,502.6
2010-11-01,502.6
2010-12-01,501.9
2011-01-01,514.1
2011-02-01,515.1
2011-03-01,514.3
2011-04-01,514.9
2011-05-01,514.1
2011-06-01,512.5
2011-07-01,517.1
2011-08-01,521.0
2011-09-01,522.8
2011-10-01,522.5
2011-11-01,523.6
2011-12-01,525.1
2012-01-01,541.0
2012-02-01,541.0
2012-03-01,540.9
2012-04-01,540.3
2012-05-01,541.9
2012-06-01,541.3
2012-07-01,550.3
2012-08-01,553.3
2012-09-01,552.0
2012-10-01,553.9
2012-11-01,553.4
2012-12-01,553.8
2013-01-01,571.6
2013-02-01,574.4
2013-03-01,575.0
2013-04-01,574.7
2013-05-01,577.3
2013-06-01,580.0
2013-07-01,587.0
2013-08-01,586.5
2013-09-01,574.5
2013-10-01,575.6
2013-11-01,575.6
2013-12-01,579.8
2014-01-01,604.2
2014-02-01,605.7
2014-03-01,605.1
2014-04-01,604.2
2014-05-01,605.7
2014-06-01,612.2
2014-07-01,616.7
2014-08-01,617.5
2014-09-01,617.1
2014-10-01,621.1
2014-11-01,620.9
2014-12-01,628.8
2015-01-01,645.3
2015-02-01,646.1
2015-03-01,646.2
2015-04-01,645.8
2015-05-01,649.1
2015-06-01,669.5
2015-07-01,669.9
2015-08-01,670.4
2015-09-01,670.8
2015-10-01,670.8
2015-11-01,671.1
2015-12-01,674.3
2016-01-01,703.6
2016-02-01,705.9
2016-03-01,706.0
2016-04-01,706.9
2016-05-01,707.3
2016-06-01,715.6
2016-07-01,716.8
2016-08-01,719.7
2016-09-01,720.6
2016-10-01,722.0
2016-11-01,722.1
2016-12-01,723.0
2017-01-01,748.1
2017-02-01,748.1
2017-03-01,748.1
2017-04-01,748.1
2017-05-01,751.1
2017-06-01,758.6
2017-07-01,760.1
2017-08-01,759.6
2017-09-01,753.5
2017-10-01,766.6
2017-11-01,765.5
2017-12-01,765.4
2018-01-01,783.3
2018-02-01,782.9
2018-03-01,783.0
2018-04-01,780.8
2018-05-01,782.0
2018-06-01,784.7
2018-07-01,790.3
2018-08-01,787.2
2018-09-01,788.4
2018-10-01,790.5
2018-11-01,792.0
2018-12-01,796.4
2019-01-01,809.1
2019-02-01,810.6
2019-03-01,810.8
2019-04-01,811.3
2019-05-01,810.5
2019-06-01,809.7
2019-07-01,813.1
2019-08-01,813.0
2019-09-01,813.1
2019-10-01,810.0
2019-11-01,810.0
2019-12-01,811.9
2020-01-01,825.0
2020-02-01,827.7
2020-03-01,825.8
2020-04-01,825.6
2020-05-01,824.5
2020-06-01,823.9
2020-07-01,824.7
2020-08-01,824.1
2020-09-01,820.3
2020-10-01,820.7
2020-11-01,820.9
2020-12-01,820.3
2021-01-01,832.6
2021-02-01,833.8
2021-03-01,835.1
2021-04-01,834.1
2021-05-01,835.3
2021-06-01,835.5
2021-07-01,832.63
2021-08-01,832.981
2021-09-01,833.12
2021-10-01,834.211
2021-11-01,834.215
2021-12-01,834.337
2022-01-01,847.527
