,PCU3343103343105
1980-03-01,100.0
1980-04-01,100.0
1980-05-01,100.3
1980-06-01,100.3
1980-07-01,101.8
1980-08-01,101.8
1980-09-01,101.7
1980-10-01,103.1
1980-11-01,103.7
1980-12-01,103.8
1981-01-01,103.8
1981-02-01,103.7
1981-03-01,104.1
1981-04-01,104.2
1981-05-01,104.4
1981-06-01,104.4
1981-07-01,104.4
1981-08-01,105.2
1981-09-01,105.2
1981-10-01,105.4
1981-11-01,105.4
1981-12-01,104.5
1982-01-01,106.4
1982-02-01,106.9
1982-03-01,107.0
1982-04-01,107.1
1982-05-01,107.1
1982-06-01,108.7
1982-07-01,102.7
1982-08-01,102.0
1982-09-01,102.0
1982-10-01,102.4
1982-11-01,102.0
1982-12-01,100.3
1983-01-01,100.3
1983-02-01,100.5
1983-03-01,99.5
1983-04-01,99.5
1983-05-01,99.5
1983-06-01,97.1
1983-07-01,97.1
1983-08-01,97.1
1983-09-01,97.1
1983-10-01,97.1
1983-11-01,97.1
1983-12-01,97.1
1984-01-01,98.9
1984-02-01,99.0
1984-03-01,99.0
1984-04-01,98.6
1984-05-01,99.1
1984-06-01,99.5
1984-07-01,99.5
1984-08-01,96.4
1984-09-01,96.8
1984-10-01,97.2
1984-11-01,97.6
1984-12-01,97.6
1985-01-01,99.5
1985-02-01,99.5
1985-03-01,99.5
1985-04-01,98.3
1985-05-01,98.3
1985-06-01,98.3
1985-07-01,98.7
1985-08-01,98.7
1985-09-01,98.7
1985-10-01,98.9
1985-11-01,98.9
1985-12-01,98.9
1986-01-01,97.6
1986-02-01,97.6
1986-03-01,98.0
1986-04-01,98.9
1986-05-01,98.9
1986-06-01,98.9
1986-07-01,98.9
1986-08-01,99.5
1986-09-01,99.5
1986-10-01,99.8
1986-11-01,99.8
1986-12-01,99.8
1987-01-01,99.6
1987-02-01,99.8
1987-03-01,99.6
1987-04-01,104.1
1987-05-01,104.1
1987-06-01,104.0
1987-07-01,103.7
1987-08-01,103.5
1987-09-01,103.5
1987-10-01,103.5
1987-11-01,102.8
1987-12-01,102.8
1988-01-01,102.4
1988-02-01,104.3
1988-03-01,104.7
1988-04-01,103.9
1988-05-01,103.9
1988-06-01,103.9
1988-07-01,103.7
1988-08-01,104.1
1988-09-01,104.1
1988-10-01,104.2
1988-11-01,104.8
1988-12-01,104.7
1989-01-01,110.5
1989-02-01,111.0
1989-03-01,111.0
1989-04-01,111.1
1989-05-01,110.8
1989-06-01,110.0
1989-07-01,110.1
1989-08-01,110.1
1989-09-01,111.6
1989-10-01,109.6
1989-11-01,109.5
1989-12-01,109.5
1990-01-01,109.5
1990-02-01,109.5
1990-03-01,109.5
1990-04-01,109.5
1990-05-01,110.2
1990-06-01,110.2
1990-07-01,110.7
1990-08-01,110.7
1990-09-01,110.7
1990-10-01,110.0
1990-11-01,110.0
1990-12-01,110.0
1991-01-01,114.9
1991-02-01,114.9
1991-03-01,115.3
1991-04-01,115.4
1991-05-01,117.6
1991-06-01,117.6
1991-07-01,117.6
1991-08-01,117.6
1991-09-01,117.7
1991-10-01,119.2
1991-11-01,119.2
1991-12-01,119.2
1992-01-01,119.2
1992-02-01,119.2
1992-03-01,119.2
1992-04-01,121.1
1992-05-01,120.6
1992-06-01,120.6
1992-07-01,120.6
1992-08-01,120.6
1992-09-01,120.6
1992-10-01,120.6
1992-11-01,120.6
1992-12-01,120.6
1993-01-01,120.6
1993-02-01,120.6
1993-03-01,120.6
1993-04-01,120.6
1993-05-01,121.4
1993-06-01,121.4
1993-07-01,122.2
1993-08-01,122.2
1993-09-01,122.2
1993-10-01,122.2
1993-11-01,121.9
1993-12-01,121.9
1994-01-01,122.0
1994-02-01,122.0
1994-03-01,122.0
1994-04-01,122.6
1994-05-01,122.9
1994-06-01,122.9
1994-07-01,122.9
1994-08-01,122.9
1994-09-01,122.9
1994-10-01,127.4
1994-11-01,127.4
1994-12-01,127.4
1995-01-01,127.8
