,PCU331331
1997-10-01,124.8
1997-11-01,124.5
1997-12-01,123.9
1998-01-01,123.3
1998-02-01,123.0
1998-03-01,122.7
1998-04-01,122.6
1998-05-01,122.1
1998-06-01,121.6
1998-07-01,120.9
1998-08-01,120.6
1998-09-01,120.1
1998-10-01,119.1
1998-11-01,118.0
1998-12-01,116.9
1999-01-01,115.9
1999-02-01,115.1
1999-03-01,114.8
1999-04-01,114.7
1999-05-01,114.9
1999-06-01,115.0
1999-07-01,115.4
1999-08-01,115.7
1999-09-01,116.4
1999-10-01,117.1
1999-11-01,117.1
1999-12-01,117.4
2000-01-01,118.6
2000-02-01,119.5
2000-03-01,120.0
2000-04-01,120.3
2000-05-01,120.5
2000-06-01,120.2
2000-07-01,120.3
2000-08-01,120.4
2000-09-01,120.5
2000-10-01,120.2
2000-11-01,119.0
2000-12-01,118.6
2001-01-01,118.1
2001-02-01,117.7
2001-03-01,117.5
2001-04-01,116.8
2001-05-01,116.7
2001-06-01,116.4
2001-07-01,116.1
2001-08-01,115.6
2001-09-01,115.3
2001-10-01,114.6
2001-11-01,114.2
2001-12-01,114.0
2002-01-01,113.7
2002-02-01,113.7
2002-03-01,114.4
2002-04-01,114.7
2002-05-01,115.4
2002-06-01,116.3
2002-07-01,116.9
2002-08-01,117.1
2002-09-01,117.9
2002-10-01,118.0
2002-11-01,118.3
2002-12-01,118.1
2003-01-01,117.9
2003-02-01,118.0
2003-03-01,118.0
2003-04-01,117.8
2003-05-01,117.8
2003-06-01,117.8
2003-07-01,117.7
2003-08-01,117.8
2003-09-01,118.1
2003-10-01,119.0
2003-11-01,120.0
2003-12-01,121.4
2004-01-01,124.0
2004-02-01,128.5
2004-03-01,132.3
2004-04-01,138.4
2004-05-01,142.2
2004-06-01,142.3
2004-07-01,144.7
2004-08-01,148.3
2004-09-01,150.8
2004-10-01,152.9
2004-11-01,154.2
2004-12-01,155.5
2005-01-01,158.6
2005-02-01,159.5
2005-03-01,158.5
2005-04-01,157.9
2005-05-01,156.1
2005-06-01,153.6
2005-07-01,152.5
2005-08-01,150.5
2005-09-01,152.4
2005-10-01,155.8
2005-11-01,159.2
2005-12-01,160.7
2006-01-01,163.9
2006-02-01,165.6
2006-03-01,166.4
2006-04-01,171.4
2006-05-01,178.4
2006-06-01,182.3
2006-07-01,186.7
2006-08-01,186.9
2006-09-01,188.1
2006-10-01,189.1
2006-11-01,186.3
2006-12-01,186.5
2007-01-01,183.6
2007-02-01,184.6
2007-03-01,187.2
2007-04-01,194.1
2007-05-01,197.1
2007-06-01,196.4
2007-07-01,196.4
2007-08-01,192.1
2007-09-01,188.8
2007-10-01,188.6
2007-11-01,188.9
2007-12-01,188.6
2008-01-01,190.4
2008-02-01,194.2
2008-03-01,202.4
2008-04-01,211.5
2008-05-01,221.1
2008-06-01,227.8
2008-07-01,232.7
2008-08-01,233.5
2008-09-01,228.9
2008-10-01,214.9
2008-11-01,199.9
2008-12-01,185.6
2009-01-01,177.6
2009-02-01,173.3
2009-03-01,169.5
2009-04-01,164.7
2009-05-01,162.8
2009-06-01,163.8
2009-07-01,165.4
2009-08-01,172.5
2009-09-01,177.8
2009-10-01,180.7
2009-11-01,179.9
2009-12-01,182.2
2010-01-01,186.5
2010-02-01,188.1
2010-03-01,191.8
2010-04-01,198.7
2010-05-01,200.5
2010-06-01,198.8
2010-07-01,194.3
2010-08-01,193.6
2010-09-01,195.8
2010-10-01,199.6
2010-11-01,202.0
2010-12-01,203.4
2011-01-01,208.0
2011-02-01,215.7
2011-03-01,218.1
2011-04-01,223.0
2011-05-01,221.8
2011-06-01,220.2
2011-07-01,221.6
2011-08-01,220.6
2011-09-01,219.1
2011-10-01,214.2
2011-11-01,213.1
2011-12-01,211.5
2012-01-01,211.6
2012-02-01,215.0
2012-03-01,214.6
2012-04-01,213.2
2012-05-01,211.1
2012-06-01,207.1
2012-07-01,204.8
2012-08-01,201.6
2012-09-01,204.8
2012-10-01,203.6
2012-11-01,201.6
2012-12-01,202.9
2013-01-01,202.9
2013-02-01,202.3
2013-03-01,200.9
2013-04-01,199.8
2013-05-01,197.3
2013-06-01,196.9
2013-07-01,196.2
2013-08-01,197.1
2013-09-01,196.8
2013-10-01,197.5
2013-11-01,198.2
2013-12-01,198.6
2014-01-01,199.3
2014-02-01,199.9
2014-03-01,198.9
2014-04-01,199.3
2014-05-01,200.5
2014-06-01,200.8
2014-07-01,202.4
2014-08-01,203.4
2014-09-01,203.5
2014-10-01,202.3
2014-11-01,201.2
2014-12-01,200.4
2015-01-01,197.7
2015-02-01,194.0
2015-03-01,191.5
2015-04-01,188.2
2015-05-01,187.1
2015-06-01,185.5
2015-07-01,183.3
2015-08-01,181.2
2015-09-01,179.3
2015-10-01,177.3
2015-11-01,173.3
2015-12-01,170.1
2016-01-01,168.6
2016-02-01,168.6
2016-03-01,169.6
2016-04-01,171.1
2016-05-01,174.3
2016-06-01,175.7
2016-07-01,178.1
2016-08-01,179.9
2016-09-01,178.4
2016-10-01,177.9
2016-11-01,179.2
2016-12-01,181.4
2017-01-01,183.4
2017-02-01,187.5
2017-03-01,189.1
2017-04-01,190.4
2017-05-01,191.4
2017-06-01,191.7
2017-07-01,193.6
2017-08-01,192.0
2017-09-01,194.9
2017-10-01,194.7
2017-11-01,194.1
2017-12-01,194.3
2018-01-01,196.8
2018-02-01,200.2
2018-03-01,203.0
2018-04-01,207.0
2018-05-01,212.2
2018-06-01,215.6
2018-07-01,215.9
2018-08-01,217.1
2018-09-01,217.7
2018-10-01,217.1
2018-11-01,218.0
2018-12-01,217.3
2019-01-01,216.4
2019-02-01,214.0
2019-03-01,214.5
2019-04-01,212.8
2019-05-01,210.5
2019-06-01,207.2
2019-07-01,204.6
2019-08-01,202.8
2019-09-01,202.1
2019-10-01,200.9
2019-11-01,198.1
2019-12-01,196.3
2020-01-01,196.5
2020-02-01,195.5
2020-03-01,195.9
2020-04-01,193.8
2020-05-01,190.7
2020-06-01,190.9
2020-07-01,191.8
2020-08-01,192.0
2020-09-01,193.6
2020-10-01,196.0
2020-11-01,197.6
2020-12-01,206.6
2021-01-01,214.1
2021-02-01,225.8
2021-03-01,244.3
2021-04-01,267.1
2021-05-01,277.7
2021-06-01,290.7
2021-07-01,307.098
2021-08-01,318.7
2021-09-01,329.657
2021-10-01,339.487
2021-11-01,346.458
2021-12-01,344.708
2022-01-01,346.004
