,PCU3342103342104
2000-12-01,100.0
2001-01-01,100.1
2001-02-01,100.1
2001-03-01,100.1
2001-04-01,99.9
2001-05-01,99.4
2001-06-01,98.2
2001-07-01,98.2
2001-08-01,97.2
2001-09-01,97.3
2001-10-01,97.5
2001-11-01,96.8
2001-12-01,96.7
2002-01-01,96.8
2002-02-01,95.9
2002-03-01,95.8
2002-04-01,95.7
2002-05-01,95.0
2002-06-01,94.9
2002-07-01,95.6
2002-08-01,95.5
2002-09-01,95.5
2002-10-01,95.6
2002-11-01,95.6
2002-12-01,95.6
2003-01-01,95.4
2003-02-01,95.4
2003-03-01,95.5
2003-04-01,95.5
2003-05-01,95.5
2003-06-01,94.0
2003-07-01,94.3
2003-08-01,94.2
2003-09-01,94.3
2003-10-01,94.3
2003-11-01,93.1
2003-12-01,93.1
2004-01-01,93.1
2004-02-01,93.4
2004-03-01,93.0
2004-04-01,92.2
2004-05-01,92.2
2004-06-01,92.4
2004-07-01,92.1
2004-08-01,92.5
2004-09-01,92.1
2004-10-01,93.0
2004-11-01,93.0
2004-12-01,93.0
2005-01-01,93.0
2005-02-01,93.0
2005-03-01,93.0
2005-04-01,93.0
2005-05-01,93.7
2005-06-01,93.0
2005-07-01,93.3
2005-08-01,93.4
2005-09-01,93.4
2005-10-01,93.0
2005-11-01,93.3
2005-12-01,92.2
2006-01-01,92.2
2006-02-01,92.2
2006-03-01,92.2
2006-04-01,92.2
2006-05-01,92.2
2006-06-01,92.2
2006-07-01,92.2
2006-08-01,92.2
2006-09-01,92.2
2006-10-01,92.2
2006-11-01,92.2
2006-12-01,92.7
2007-01-01,95.2
2007-02-01,97.3
2007-03-01,97.3
2007-04-01,97.3
2007-05-01,97.1
2007-06-01,97.1
2007-07-01,
2007-08-01,97.0
2007-09-01,95.4
2007-10-01,96.3
2007-11-01,95.6
2007-12-01,95.6
2008-01-01,95.8
2008-02-01,95.8
2008-03-01,95.7
2008-04-01,94.8
2008-05-01,93.8
2008-06-01,93.5
2008-07-01,94.6
2008-08-01,94.6
2008-09-01,94.6
2008-10-01,93.5
2008-11-01,93.6
2008-12-01,93.6
2009-01-01,96.3
2009-02-01,95.3
2009-03-01,95.0
2009-04-01,93.0
2009-05-01,91.9
2009-06-01,91.7
2009-07-01,91.3
2009-08-01,91.1
2009-09-01,91.1
2009-10-01,90.9
2009-11-01,90.9
2009-12-01,90.9
2010-01-01,90.4
2010-02-01,89.8
2010-03-01,89.4
2010-04-01,89.0
2010-05-01,89.0
2010-06-01,89.0
2010-07-01,88.9
2010-08-01,87.7
2010-09-01,87.7
2010-10-01,87.5
2010-11-01,87.5
2010-12-01,87.5
2011-01-01,87.5
2011-02-01,86.7
2011-03-01,86.7
2011-04-01,86.7
2011-05-01,86.3
2011-06-01,86.3
2011-07-01,86.3
2011-08-01,86.3
2011-09-01,86.3
2011-10-01,86.3
2011-11-01,86.3
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,
2013-02-01,
2013-03-01,
2013-04-01,
2013-05-01,
2013-06-01,
2013-07-01,
2013-08-01,
2013-09-01,
2013-10-01,
2013-11-01,
2013-12-01,
2014-01-01,84.6
2014-02-01,84.7
2014-03-01,84.7
2014-04-01,84.7
2014-05-01,84.8
2014-06-01,84.8
2014-07-01,84.7
2014-08-01,82.2
2014-09-01,82.2
2014-10-01,82.2
2014-11-01,82.2
2014-12-01,82.2
2015-01-01,82.2
2015-02-01,82.2
2015-03-01,84.2
2015-04-01,84.2
2015-05-01,84.2
2015-06-01,84.2
2015-07-01,84.2
2015-08-01,84.2
2015-09-01,84.2
2015-10-01,
2015-11-01,
2015-12-01,
2016-01-01,
2016-02-01,
2016-03-01,
2016-04-01,
2016-05-01,
2016-06-01,
2016-07-01,
2016-08-01,84.2
2016-09-01,79.5
2016-10-01,79.5
2016-11-01,79.5
2016-12-01,79.5
2017-01-01,79.5
2017-02-01,79.5
2017-03-01,79.5
2017-04-01,79.5
2017-05-01,79.5
2017-06-01,79.5
2017-07-01,79.5
2017-08-01,79.5
2017-09-01,79.5
2017-10-01,79.5
2017-11-01,79.5
2017-12-01,79.5
2018-01-01,79.5
2018-02-01,79.5
2018-03-01,79.5
2018-04-01,79.0
2018-05-01,79.0
2018-06-01,79.0
2018-07-01,77.0
2018-08-01,77.0
2018-09-01,77.0
2018-10-01,77.0
2018-11-01,77.0
2018-12-01,77.0
2019-01-01,77.0
2019-02-01,77.0
2019-03-01,77.0
2019-04-01,77.0
2019-05-01,77.0
2019-06-01,76.5
2019-07-01,76.5
2019-08-01,76.5
2019-09-01,76.5
2019-10-01,76.1
2019-11-01,76.1
2019-12-01,76.1
2020-01-01,76.1
2020-02-01,76.1
2020-03-01,76.1
2020-04-01,76.1
2020-05-01,76.1
2020-06-01,76.1
2020-07-01,76.1
2020-08-01,76.1
2020-09-01,76.1
