,PCU325211325211
1976-06-01,71.0
1976-07-01,71.9
1976-08-01,71.8
1976-09-01,71.5
1976-10-01,71.5
1976-11-01,71.5
1976-12-01,71.4
1977-01-01,71.0
1977-02-01,70.9
1977-03-01,71.5
1977-04-01,72.0
1977-05-01,72.3
1977-06-01,72.7
1977-07-01,73.5
1977-08-01,73.5
1977-09-01,73.6
1977-10-01,73.5
1977-11-01,73.4
1977-12-01,73.2
1978-01-01,73.3
1978-02-01,73.1
1978-03-01,73.3
1978-04-01,73.4
1978-05-01,73.9
1978-06-01,74.1
1978-07-01,74.2
1978-08-01,73.9
1978-09-01,73.8
1978-10-01,73.7
1978-11-01,73.6
1978-12-01,74.2
1979-01-01,75.3
1979-02-01,75.9
1979-03-01,77.5
1979-04-01,80.8
1979-05-01,83.5
1979-06-01,84.2
1979-07-01,88.7
1979-08-01,90.7
1979-09-01,91.5
1979-10-01,94.3
1979-11-01,95.0
1979-12-01,95.2
1980-01-01,98.3
1980-02-01,99.2
1980-03-01,100.0
1980-04-01,103.9
1980-05-01,104.5
1980-06-01,104.3
1980-07-01,103.7
1980-08-01,102.5
1980-09-01,100.5
1980-10-01,100.4
1980-11-01,100.5
1980-12-01,100.0
1981-01-01,101.1
1981-02-01,101.9
1981-03-01,102.8
1981-04-01,105.1
1981-05-01,106.2
1981-06-01,107.0
1981-07-01,110.0
1981-08-01,110.4
1981-09-01,110.7
1981-10-01,110.9
1981-11-01,109.1
1981-12-01,109.5
1982-01-01,107.0
1982-02-01,108.3
1982-03-01,107.2
1982-04-01,108.4
1982-05-01,107.1
1982-06-01,106.7
1982-07-01,106.6
1982-08-01,107.2
1982-09-01,107.3
1982-10-01,106.9
1982-11-01,107.4
1982-12-01,107.3
1983-01-01,108.1
1983-02-01,107.6
1983-03-01,107.0
1983-04-01,107.9
1983-05-01,108.9
1983-06-01,109.4
1983-07-01,109.8
1983-08-01,110.6
1983-09-01,113.2
1983-10-01,112.0
1983-11-01,111.7
1983-12-01,113.1
1984-01-01,114.6
1984-02-01,114.4
