,PCU3313153313150
1981-06-01,100.0
1981-07-01,100.9
1981-08-01,101.0
1981-09-01,101.3
1981-10-01,102.5
1981-11-01,102.7
1981-12-01,103.6
1982-01-01,103.7
1982-02-01,103.9
1982-03-01,103.7
1982-04-01,103.3
1982-05-01,102.8
1982-06-01,102.7
1982-07-01,102.6
1982-08-01,102.3
1982-09-01,102.0
1982-10-01,102.0
1982-11-01,102.0
1982-12-01,102.0
1983-01-01,101.9
1983-02-01,101.2
1983-03-01,101.1
1983-04-01,100.9
1983-05-01,103.1
1983-06-01,103.1
1983-07-01,104.6
1983-08-01,105.6
1983-09-01,106.4
1983-10-01,107.6
1983-11-01,109.6
1983-12-01,111.0
1984-01-01,111.9
1984-02-01,113.1
1984-03-01,115.5
1984-04-01,116.5
1984-05-01,116.7
1984-06-01,116.9
1984-07-01,117.0
1984-08-01,116.6
1984-09-01,116.5
1984-10-01,115.9
1984-11-01,115.6
1984-12-01,115.3
1985-01-01,114.6
1985-02-01,113.9
1985-03-01,113.4
1985-04-01,113.4
1985-05-01,113.1
1985-06-01,113.0
1985-07-01,109.4
1985-08-01,108.9
1985-09-01,108.8
1985-10-01,108.3
1985-11-01,108.2
1985-12-01,108.2
1986-01-01,108.4
1986-02-01,108.6
1986-03-01,108.3
1986-04-01,102.9
1986-05-01,103.9
1986-06-01,104.3
1986-07-01,104.4
1986-08-01,104.1
1986-09-01,102.4
1986-10-01,101.0
1986-11-01,100.8
1986-12-01,100.4
1987-01-01,101.1
1987-02-01,100.5
1987-03-01,100.7
1987-04-01,101.9
1987-05-01,102.1
1987-06-01,103.2
1987-07-01,108.0
1987-08-01,109.0
1987-09-01,111.1
1987-10-01,111.3
1987-11-01,115.8
1987-12-01,115.8
1988-01-01,121.3
1988-02-01,121.5
1988-03-01,126.3
1988-04-01,131.4
1988-05-01,131.5
1988-06-01,132.5
1988-07-01,136.4
1988-08-01,138.0
1988-09-01,138.0
1988-10-01,138.2
1988-11-01,138.4
1988-12-01,138.7
1989-01-01,139.0
1989-02-01,140.2
1989-03-01,140.3
1989-04-01,139.1
1989-05-01,139.9
1989-06-01,140.3
1989-07-01,138.6
1989-08-01,138.3
1989-09-01,137.8
1989-10-01,137.6
1989-11-01,136.8
1989-12-01,134.0
1990-01-01,133.5
1990-02-01,132.6
1990-03-01,131.8
1990-04-01,133.4
1990-05-01,132.3
1990-06-01,132.9
1990-07-01,132.8
1990-08-01,132.8
1990-09-01,133.5
1990-10-01,135.5
1990-11-01,135.0
1990-12-01,134.4
1991-01-01,133.5
1991-02-01,128.5
1991-03-01,127.4
1991-04-01,126.9
1991-05-01,126.4
1991-06-01,126.0
1991-07-01,125.1
1991-08-01,126.2
1991-09-01,126.2
1991-10-01,126.0
1991-11-01,125.6
1991-12-01,125.5
1992-01-01,125.1
1992-02-01,125.1
1992-03-01,126.1
1992-04-01,126.1
1992-05-01,126.2
1992-06-01,126.2
1992-07-01,126.3
1992-08-01,126.3
1992-09-01,125.7
1992-10-01,125.2
1992-11-01,124.5
1992-12-01,124.5
1993-01-01,124.4
1993-02-01,124.5
1993-03-01,124.4
1993-04-01,124.4
1993-05-01,123.8
1993-06-01,123.4
1993-07-01,123.4
1993-08-01,123.5
1993-09-01,124.5
1993-10-01,123.5
1993-11-01,123.0
1993-12-01,122.6
1994-01-01,122.4
1994-02-01,123.5
1994-03-01,125.2
1994-04-01,126.9
1994-05-01,127.2
1994-06-01,127.3
1994-07-01,129.6
1994-08-01,130.1
1994-09-01,130.1
1994-10-01,132.3
1994-11-01,136.9
1994-12-01,138.9
1995-01-01,162.0
1995-02-01,170.9
1995-03-01,174.5
1995-04-01,178.5
1995-05-01,176.9
1995-06-01,174.3
1995-07-01,171.0
1995-08-01,170.5
1995-09-01,172.5
1995-10-01,170.2
1995-11-01,167.6
1995-12-01,165.5
1996-01-01,160.6
1996-02-01,156.2
1996-03-01,155.1
1996-04-01,153.9
1996-05-01,152.5
1996-06-01,153.8
1996-07-01,152.8
1996-08-01,150.6
1996-09-01,149.2
1996-10-01,148.5
1996-11-01,146.4
1996-12-01,147.6
1997-01-01,147.9
1997-02-01,150.8
1997-03-01,155.6
1997-04-01,155.2
1997-05-01,155.3
1997-06-01,157.4
1997-07-01,157.1
1997-08-01,157.3
1997-09-01,158.5
1997-10-01,158.7
1997-11-01,158.7
1997-12-01,158.6
1998-01-01,156.3
1998-02-01,155.1
1998-03-01,153.9
1998-04-01,152.8
1998-05-01,152.4
1998-06-01,149.4
1998-07-01,147.2
1998-08-01,148.4
1998-09-01,148.2
1998-10-01,146.3
1998-11-01,145.6
1998-12-01,143.9
1999-01-01,142.3
1999-02-01,141.5
1999-03-01,140.5
1999-04-01,139.8
1999-05-01,141.1
1999-06-01,143.7
1999-07-01,144.9
1999-08-01,146.0
1999-09-01,146.5
1999-10-01,148.3
1999-11-01,148.4
1999-12-01,149.0
2000-01-01,151.5
2000-02-01,153.8
2000-03-01,155.6
2000-04-01,158.4
2000-05-01,156.1
2000-06-01,152.7
2000-07-01,154.1
2000-08-01,154.7
2000-09-01,156.5
2000-10-01,155.6
2000-11-01,154.5
2000-12-01,154.8
2001-01-01,154.9
2001-02-01,155.3
2001-03-01,154.9
2001-04-01,154.8
2001-05-01,154.7
2001-06-01,153.7
2001-07-01,153.7
2001-08-01,153.3
2001-09-01,151.7
2001-10-01,149.0
2001-11-01,148.6
2001-12-01,147.7
2002-01-01,147.3
2002-02-01,147.3
2002-03-01,147.9
2002-04-01,144.0
2002-05-01,144.0
2002-06-01,144.1
2002-07-01,144.1
2002-08-01,144.0
2002-09-01,143.9
2002-10-01,144.7
2002-11-01,144.9
2002-12-01,145.4
2003-01-01,145.4
2003-02-01,145.4
2003-03-01,145.5
2003-04-01,145.5
2003-05-01,145.5
2003-06-01,145.5
2003-07-01,145.5
2003-08-01,145.3
2003-09-01,145.3
2003-10-01,145.3
2003-11-01,145.3
2003-12-01,145.3
2004-01-01,143.7
2004-02-01,145.2
2004-03-01,146.0
2004-04-01,146.0
2004-05-01,153.0
2004-06-01,149.6
2004-07-01,149.8
2004-08-01,150.0
2004-09-01,153.9
2004-10-01,153.9
2004-11-01,153.9
2004-12-01,158.4
2005-01-01,159.7
2005-02-01,161.5
2005-03-01,163.1
2005-04-01,165.2
2005-05-01,163.9
2005-06-01,160.2
2005-07-01,158.8
2005-08-01,158.9
2005-09-01,159.4
2005-10-01,160.5
2005-11-01,162.1
2005-12-01,165.6
2006-01-01,169.9
2006-02-01,176.0
2006-03-01,178.9
2006-04-01,180.8
2006-05-01,189.5
2006-06-01,191.1
2006-07-01,187.3
2006-08-01,185.1
2006-09-01,183.9
2006-10-01,184.0
2006-11-01,187.7
2006-12-01,189.6
2007-01-01,193.4
2007-02-01,195.8
2007-03-01,196.5
2007-04-01,197.7
2007-05-01,198.1
2007-06-01,199.5
2007-07-01,195.3
2007-08-01,194.3
2007-09-01,190.3
2007-10-01,186.0
2007-11-01,187.6
2007-12-01,186.9
2008-01-01,185.4
2008-02-01,186.9
2008-03-01,196.8
2008-04-01,201.4
2008-05-01,201.3
2008-06-01,202.3
2008-07-01,204.9
2008-08-01,201.7
2008-09-01,199.5
2008-10-01,196.0
2008-11-01,188.2
2008-12-01,182.1
2009-01-01,163.5
2009-02-01,156.8
2009-03-01,150.9
2009-04-01,148.6
2009-05-01,150.9
2009-06-01,151.2
2009-07-01,153.7
2009-08-01,159.0
2009-09-01,163.2
2009-10-01,163.1
2009-11-01,162.2
2009-12-01,167.0
2010-01-01,174.4
2010-02-01,176.1
2010-03-01,175.6
2010-04-01,183.1
2010-05-01,180.3
2010-06-01,173.9
2010-07-01,170.9
2010-08-01,174.6
2010-09-01,177.2
2010-10-01,181.2
2010-11-01,186.5
2010-12-01,185.8
2011-01-01,188.2
2011-02-01,189.0
2011-03-01,194.9
2011-04-01,201.7
2011-05-01,206.2
2011-06-01,205.3
2011-07-01,200.7
2011-08-01,200.3
2011-09-01,196.6
2011-10-01,193.0
2011-11-01,189.1
2011-12-01,185.9
2012-01-01,183.2
2012-02-01,186.8
2012-03-01,188.9
2012-04-01,187.7
2012-05-01,183.6
2012-06-01,182.5
2012-07-01,181.6
2012-08-01,180.3
2012-09-01,183.5
2012-10-01,185.4
2012-11-01,184.1
2012-12-01,184.6
2013-01-01,184.5
2013-02-01,184.9
2013-03-01,185.0
2013-04-01,181.2
2013-05-01,180.3
2013-06-01,179.3
2013-07-01,177.4
2013-08-01,177.3
2013-09-01,177.6
2013-10-01,176.4
2013-11-01,176.2
2013-12-01,176.1
2014-01-01,177.3
2014-02-01,180.3
2014-03-01,179.4
2014-04-01,180.5
