,PCU33323332
1995-07-01,137.6
1995-08-01,137.6
1995-09-01,137.8
1995-10-01,138.0
1995-11-01,138.0
1995-12-01,138.3
1996-01-01,139.4
1996-02-01,139.7
1996-03-01,139.9
1996-04-01,140.0
1996-05-01,140.1
1996-06-01,140.3
1996-07-01,140.7
1996-08-01,141.0
1996-09-01,140.9
1996-10-01,140.9
1996-11-01,141.2
1996-12-01,141.3
1997-01-01,142.0
1997-02-01,142.4
1997-03-01,142.7
1997-04-01,142.8
1997-05-01,142.7
1997-06-01,142.8
1997-07-01,143.1
1997-08-01,143.2
1997-09-01,143.4
1997-10-01,143.6
1997-11-01,143.7
1997-12-01,143.8
1998-01-01,144.2
1998-02-01,144.4
1998-03-01,144.7
1998-04-01,145.2
1998-05-01,145.4
1998-06-01,145.6
1998-07-01,145.7
1998-08-01,145.6
1998-09-01,145.8
1998-10-01,145.7
1998-11-01,146.3
1998-12-01,146.1
1999-01-01,146.5
1999-02-01,146.7
1999-03-01,146.9
1999-04-01,147.0
1999-05-01,147.0
1999-06-01,147.2
1999-07-01,147.3
1999-08-01,147.5
1999-09-01,147.5
1999-10-01,147.6
1999-11-01,147.6
1999-12-01,148.0
2000-01-01,148.5
2000-02-01,148.5
2000-03-01,148.4
2000-04-01,148.4
2000-05-01,148.5
2000-06-01,148.8
2000-07-01,148.7
2000-08-01,148.8
2000-09-01,148.8
2000-10-01,148.9
2000-11-01,148.9
2000-12-01,149.2
2001-01-01,149.3
2001-02-01,149.5
2001-03-01,149.9
2001-04-01,150.1
2001-05-01,150.2
2001-06-01,150.1
2001-07-01,150.2
2001-08-01,150.2
2001-09-01,150.1
2001-10-01,149.5
2001-11-01,149.8
2001-12-01,149.6
2002-01-01,149.5
2002-02-01,149.6
2002-03-01,149.7
2002-04-01,149.7
2002-05-01,149.8
2002-06-01,149.2
2002-07-01,149.4
2002-08-01,149.1
2002-09-01,149.4
2002-10-01,149.6
2002-11-01,149.7
2002-12-01,150.0
2003-01-01,149.9
2003-02-01,149.5
2003-03-01,149.4
2003-04-01,149.7
2003-05-01,149.2
2003-06-01,150.3
2003-07-01,150.4
2003-08-01,150.5
2003-09-01,150.6
2003-10-01,150.7
2003-11-01,150.8
2003-12-01,150.9
2004-01-01,151.2
2004-02-01,151.6
2004-03-01,152.2
2004-04-01,153.1
2004-05-01,153.2
2004-06-01,153.3
2004-07-01,153.0
2004-08-01,153.1
2004-09-01,153.3
2004-10-01,153.7
2004-11-01,153.9
2004-12-01,154.0
2005-01-01,154.5
2005-02-01,154.8
2005-03-01,155.3
2005-04-01,155.7
2005-05-01,155.9
2005-06-01,155.8
2005-07-01,155.9
2005-08-01,156.1
2005-09-01,156.2
2005-10-01,156.8
2005-11-01,157.0
2005-12-01,157.2
2006-01-01,157.5
2006-02-01,157.7
2006-03-01,157.6
2006-04-01,157.6
2006-05-01,157.9
2006-06-01,158.0
2006-07-01,158.7
2006-08-01,159.7
2006-09-01,160.1
2006-10-01,160.7
2006-11-01,160.6
2006-12-01,161.1
2007-01-01,162.1
2007-02-01,162.5
2007-03-01,162.6
2007-04-01,162.7
2007-05-01,162.7
2007-06-01,162.7
2007-07-01,162.9
2007-08-01,163.1
2007-09-01,163.3
2007-10-01,162.8
2007-11-01,163.1
2007-12-01,163.1
2008-01-01,164.5
2008-02-01,164.8
2008-03-01,164.9
2008-04-01,165.9
2008-05-01,166.1
2008-06-01,166.2
2008-07-01,166.6
2008-08-01,166.9
2008-09-01,167.3
2008-10-01,167.8
2008-11-01,167.6
2008-12-01,167.9
2009-01-01,166.9
2009-02-01,166.3
2009-03-01,166.3
2009-04-01,166.4
2009-05-01,166.8
2009-06-01,166.2
2009-07-01,166.1
2009-08-01,166.1
2009-09-01,165.8
2009-10-01,165.8
2009-11-01,165.7
2009-12-01,165.7
2010-01-01,163.1
2010-02-01,163.4
2010-03-01,163.8
2010-04-01,164.7
2010-05-01,164.9
2010-06-01,165.3
2010-07-01,165.3
2010-08-01,165.4
2010-09-01,165.8
2010-10-01,165.6
2010-11-01,165.9
2010-12-01,166.4
2011-01-01,166.9
2011-02-01,167.2
2011-03-01,167.7
2011-04-01,167.9
2011-05-01,167.9
2011-06-01,168.0
2011-07-01,168.3
2011-08-01,168.2
2011-09-01,168.4
2011-10-01,168.0
2011-11-01,168.3
2011-12-01,168.5
2012-01-01,169.1
2012-02-01,169.4
2012-03-01,170.0
2012-04-01,169.4
2012-05-01,169.6
2012-06-01,169.6
2012-07-01,169.6
2012-08-01,170.1
2012-09-01,170.1
2012-10-01,169.9
2012-11-01,170.1
2012-12-01,170.1
2013-01-01,169.3
2013-02-01,169.5
2013-03-01,169.6
2013-04-01,169.6
2013-05-01,169.8
2013-06-01,169.8
2013-07-01,169.9
2013-08-01,169.9
2013-09-01,170.0
2013-10-01,170.0
2013-11-01,170.1
2013-12-01,170.3
2014-01-01,170.5
2014-02-01,171.0
2014-03-01,171.0
2014-04-01,171.1
2014-05-01,171.3
2014-06-01,171.5
2014-07-01,171.6
2014-08-01,171.5
2014-09-01,171.5
2014-10-01,171.7
2014-11-01,171.9
2014-12-01,172.0
2015-01-01,172.6
2015-02-01,172.9
2015-03-01,172.8
2015-04-01,172.9
2015-05-01,173.0
2015-06-01,173.0
2015-07-01,173.0
2015-08-01,172.9
2015-09-01,172.8
2015-10-01,172.8
2015-11-01,172.8
2015-12-01,173.1
2016-01-01,173.3
2016-02-01,173.1
2016-03-01,173.3
2016-04-01,173.8
2016-05-01,174.0
2016-06-01,174.1
2016-07-01,174.2
2016-08-01,174.3
2016-09-01,174.4
2016-10-01,174.4
2016-11-01,174.5
2016-12-01,174.4
2017-01-01,175.1
2017-02-01,175.1
2017-03-01,175.8
2017-04-01,175.8
2017-05-01,175.7
2017-06-01,175.7
2017-07-01,175.4
2017-08-01,175.3
2017-09-01,175.1
2017-10-01,175.6
2017-11-01,176.0
2017-12-01,176.2
2018-01-01,176.5
2018-02-01,177.0
2018-03-01,177.5
2018-04-01,178.1
2018-05-01,178.2
2018-06-01,178.5
2018-07-01,179.0
2018-08-01,179.0
2018-09-01,179.0
2018-10-01,179.1
2018-11-01,179.1
2018-12-01,179.3
2019-01-01,179.7
2019-02-01,180.6
2019-03-01,181.0
2019-04-01,181.8
2019-05-01,182.1
2019-06-01,182.3
2019-07-01,182.2
2019-08-01,182.9
2019-09-01,182.9
2019-10-01,183.6
2019-11-01,184.0
2019-12-01,183.9
2020-01-01,184.6
2020-02-01,184.8
2020-03-01,186.1
2020-04-01,186.0
2020-05-01,185.9
2020-06-01,186.1
2020-07-01,186.3
2020-08-01,188.7
2020-09-01,188.8
2020-10-01,188.9
2020-11-01,189.1
2020-12-01,190.0
2021-01-01,190.7
2021-02-01,191.5
2021-03-01,191.7
2021-04-01,200.7
2021-05-01,201.7
2021-06-01,201.9
2021-07-01,206.109
2021-08-01,206.886
2021-09-01,211.849
2021-10-01,212.194
2021-11-01,213.208
2021-12-01,213.791
2022-01-01,216.305
