,PCU484121484121
2003-12-01,100.0
2004-01-01,100.3
2004-02-01,101.1
2004-03-01,101.2
2004-04-01,101.5
2004-05-01,101.9
2004-06-01,102.5
2004-07-01,102.6
2004-08-01,103.0
2004-09-01,104.0
2004-10-01,104.7
2004-11-01,105.4
2004-12-01,104.8
2005-01-01,105.5
2005-02-01,106.2
2005-03-01,106.9
2005-04-01,107.5
2005-05-01,108.3
2005-06-01,108.4
2005-07-01,108.3
2005-08-01,108.6
2005-09-01,110.0
2005-10-01,111.3
2005-11-01,111.9
2005-12-01,111.0
2006-01-01,110.3
2006-02-01,110.4
2006-03-01,110.4
2006-04-01,110.8
2006-05-01,112.1
2006-06-01,112.4
2006-07-01,112.5
2006-08-01,113.2
2006-09-01,113.4
2006-10-01,113.0
2006-11-01,112.5
2006-12-01,112.3
2007-01-01,113.0
2007-02-01,112.5
2007-03-01,112.4
2007-04-01,112.9
2007-05-01,113.1
2007-06-01,112.8
2007-07-01,113.0
2007-08-01,113.3
2007-09-01,113.8
2007-10-01,114.0
2007-11-01,115.1
2007-12-01,115.8
2008-01-01,116.0
2008-02-01,115.9
2008-03-01,116.5
2008-04-01,117.8
2008-05-01,120.5
2008-06-01,123.0
2008-07-01,124.0
2008-08-01,124.0
2008-09-01,121.8
2008-10-01,121.3
2008-11-01,117.8
2008-12-01,115.1
2009-01-01,113.2
2009-02-01,112.1
2009-03-01,110.4
2009-04-01,109.7
2009-05-01,109.8
2009-06-01,110.1
2009-07-01,111.4
2009-08-01,111.0
2009-09-01,111.7
2009-10-01,110.8
2009-11-01,111.5
2009-12-01,110.9
2010-01-01,110.8
2010-02-01,111.0
2010-03-01,111.9
2010-04-01,112.2
2010-05-01,113.2
2010-06-01,113.5
2010-07-01,113.4
2010-08-01,113.7
2010-09-01,113.8
2010-10-01,114.4
2010-11-01,115.8
2010-12-01,116.1
2011-01-01,116.5
2011-02-01,117.4
2011-03-01,119.3
2011-04-01,121.0
2011-05-01,121.7
2011-06-01,121.4
2011-07-01,121.3
2011-08-01,121.2
2011-09-01,122.0
2011-10-01,122.0
2011-11-01,123.2
2011-12-01,123.3
2012-01-01,124.0
2012-02-01,124.6
2012-03-01,126.2
2012-04-01,126.7
2012-05-01,127.0
2012-06-01,125.8
2012-07-01,125.6
2012-08-01,126.8
2012-09-01,127.4
2012-10-01,127.2
2012-11-01,126.9
2012-12-01,127.0
2013-01-01,126.7
2013-02-01,127.2
2013-03-01,128.0
2013-04-01,127.5
2013-05-01,127.8
2013-06-01,127.6
2013-07-01,127.6
2013-08-01,127.6
2013-09-01,127.1
2013-10-01,127.2
2013-11-01,127.6
2013-12-01,127.4
2014-01-01,127.9
2014-02-01,128.2
2014-03-01,128.7
2014-04-01,129.5
2014-05-01,130.6
2014-06-01,130.8
2014-07-01,130.3
2014-08-01,130.4
2014-09-01,130.4
2014-10-01,129.7
2014-11-01,129.8
2014-12-01,128.9
2015-01-01,126.7
2015-02-01,126.0
2015-03-01,126.0
2015-04-01,126.2
2015-05-01,126.3
2015-06-01,127.1
2015-07-01,126.9
2015-08-01,126.2
2015-09-01,125.9
2015-10-01,125.5
2015-11-01,125.8
2015-12-01,124.8
2016-01-01,124.6
2016-02-01,123.4
2016-03-01,123.2
2016-04-01,123.6
2016-05-01,122.8
2016-06-01,122.7
2016-07-01,123.0
2016-08-01,123.0
2016-09-01,123.3
2016-10-01,124.1
2016-11-01,124.1
2016-12-01,124.2
2017-01-01,124.4
2017-02-01,124.7
2017-03-01,124.2
2017-04-01,124.3
2017-05-01,124.0
2017-06-01,124.2
2017-07-01,124.2
2017-08-01,125.9
2017-09-01,126.6
2017-10-01,126.6
2017-11-01,128.5
2017-12-01,130.3
2018-01-01,131.0
2018-02-01,132.0
2018-03-01,132.0
2018-04-01,132.3
2018-05-01,133.6
2018-06-01,135.4
2018-07-01,136.8
2018-08-01,137.5
2018-09-01,138.6
2018-10-01,139.8
2018-11-01,140.3
2018-12-01,140.4
2019-01-01,139.9
2019-02-01,138.6
2019-03-01,138.2
2019-04-01,136.7
2019-05-01,137.3
2019-06-01,137.7
2019-07-01,136.8
2019-08-01,136.1
2019-09-01,136.6
2019-10-01,136.6
2019-11-01,140.1
2019-12-01,141.0
2020-01-01,136.3
2020-02-01,136.1
2020-03-01,134.3
2020-04-01,131.8
2020-05-01,128.2
2020-06-01,132.0
2020-07-01,134.0
2020-08-01,135.6
2020-09-01,139.0
2020-10-01,142.2
2020-11-01,146.6
2020-12-01,147.6
2021-01-01,146.1
2021-02-01,151.3
2021-03-01,154.7
2021-04-01,159.3
2021-05-01,162.1
2021-06-01,159.3
2021-07-01,159.929
2021-08-01,164.691
2021-09-01,169.568
2021-10-01,173.847
2021-11-01,182.629
2021-12-01,187.555
2022-01-01,189.549
