sic
1593034
912505
1659939
1592000
1463101
1632790
1289308
1125376
1101302
1337619
1828318
821189
1352010
1073349
1096752
1061219
1045450
1728951
803649
1333986
1101239
1140625
906107
1843762
33213
1126874
717826
922621
1355444
72741
1363829
1590714
1027664
1863105
1448893
920522
1707753
1276187
1551182
65984
1747009
1370637
1800347
1340736
1592057
1853145
1628908
1412558
1360901
1711269
1253327
1559865
1099800
1069157
1124140
1109357
939767
1476840
1379438
1297989
918646
746515
1324424
1495932
851520
1483510
1289490
1710155
37996
1210677
1472787
1539838
815556
1434316
1326801
1033012
1519751
1649749
1057706
886128
840489
887936
798941
1650132
831259
1013237
1048911
1031296
38725
1832433
708955
1805521
36029
1048695
36377
1056288
36966
860413
814547
1846576
1136893
798354
35527
1177609
1288847
1035983
69891
850209
866374
1128928
1641991
1124198
30625
1175454
1580560
702325
37785
1333141
1061736
1408710
37808
1507079
1331875
1456346
1651052
1178879
1039399
1794669
874766
1754301
1424929
921825
1132979
924805
712534
1800667
1611647
1544522
34903
1422183
1274494
1517413
1720990
277509
1637810
1590364
1740915
1727263
1681459
1262039
1666175
1659166
1484769
39368
700564
811532
1754581
1762301
1294591
1163653
912728
1328598
20520
1398659
40211
868671
1476765
1644440
40533
1609711
1809519
1526125
1260729
40545
43920
1172724
1780232
1709048
1073404
42888
1576280
104889
1061574
1061894
882095
40704
1192448
320335
1835963
1222333
1557860
1421876
1575965
24741
1467858
1434265
1326380
1237831
1600438
1474735
355811
1355848
1771515
1750153
756894
1672013
70858
1652044
1690511
40987
1031203
1408075
1123360
1500435
39911
1855612
1438569
1121788
1490281
1792627
1604868
886982
1366868
1726978
1131399
42582
1718512
1653482
892553
1819438
1528396
277135
1852244
1468174
313143
910406
45012
1159036
46080
1561894
1834622
49196
1359841
860730
1648257
1720671
354950
1144967
354707
46619
916789
4447
48039
1840776
1674168
1498828
1721181
1417398
874766
1501585
1342338
921082
719413
1180262
1302215
1024795
1433642
1585689
715153
1580156
1023514
929058
793952
859737
1331520
773840
1783879
46765
1645590
1482512
47217
1428336
899749
12659
1364479
48465
1089113
1000228
1070750
47111
1360604
1265131
1483994
920112
1657853
48898
940942
1404655
49071
1307954
1731805
1728190
750577
4281
717605
1759631
1492426
1745041
1800227
917520
1842718
1278680
1044896
1381197
51143
1103838
315709
1580905
1564618
1571949
941221
1060955
883984
1057877
1405495
874716
813762
832101
51253
1615903
1619762
858446
1400891
1876183
1677576
820318
1110803
49938
879169
776901
1868778
1138639
1598014
1067491
1039765
1046257
1742692
1055726
1104506
1609550
1841804
50863
896878
1687229
874015
1054905
1642896
1425205
51434
822663
51644
1111928
1722608
1478242
1699150
1159167
1418819
1020569
1777946
1466085
1388658
1837430
1594012
1035267
749251
1276671
1567514
1114483
780571
216228
1132597
49826
1437071
914208
1070304
52988
1721947
1232524
1689796
728535
898293
1158463
1433660
833444
1549802
96223
1674335
1274173
1159152
785956
779152
1037976
1756708
200406
1043604
1295484
1819848
745308
19617
72333
1822993
55067
886346
1445930
795266
1357615
1867072
1418135
1611005
887225
56047
91576
1601046
56679
701818
1637459
879101
1404912
1713443
319201
56978
55785
1506307
860748
55242
1170010
1664998
1669162
1492691
21344
1468748
31235
910631
56873
1025996
1286043
1625791
1771917
885639
892450
1760965
1408100
81362
60086
1440972
1023128
1090425
57515
912766
1311370
1758057
1611983
92122
1694028
1570585
1533945
932872
1811210
763744
1336920
842162
59527
58492
1801198
920760
1821806
94845
1268896
1845257
889331
1580670
920148
1303313
202058
1791706
1069202
1712184
1012139
1707925
1633978
1639691
721994
1065696
1396033
59478
1685428
1691421
936468
59558
3570
352541
1462120
1032975
1434588
60667
1290109
1397911
60519
707549
855658
944314
1823306
853816
1560385
91576
1004315
1869198
1742924
1816007
1397187
18926
92380
1300514
1679273
910108
1489393
1759509
1160106
1335258
1286139
794367
1141391
912595
912242
1396440
871763
1056696
892537
1549107
1048286
1507605
62996
937556
63276
3453
1115837
1596967
63908
1783317
827054
927653
1059556
1853513
64996
893949
1441816
773141
1103982
1124804
1613103
67716
936958
910329
1668397
1099590
886977
1099219
1086888
1335730
749098
1161728
789570
1656936
1698990
851968
769520
1644675
63754
1096343
1049502
1278021
1381640
89439
66382
916076
62709
66740
1126975
1032220
856982
1495153
1370880
1845338
899460
67625
1815846
865752
1739936
764180
1179929
1610601
1289419
1285785
1801368
1510295
1793229
1552000
1287865
1280452
1522540
1049521
310158
1682852
101778
1576263
1823239
1835632
895421
66570
1408198
789019
1795250
1636519
68505
1003078
1724570
1050446
1243429
36270
891103
1037646
1520006
876437
833079
812011
1493594
1819394
891014
15615
723125
67088
717423
1573516
65770
1288469
1074952
1083839
1835256
1531048
935494
1593538
1579823
914475
1513761
1902733
70866
1120193
72331
1195737
753308
1474627
1164727
1077183
711377
1603145
1477333
1282637
1448056
1749723
70145
1065280
1004315
1653477
877860
1111711
1003935
1736541
356309
320187
1731289
849399
1492633
1043219
1547903
1163653
1690680
1643303
1258602
751364
1795251
1133421
924613
1651717
1021860
1772695
1076930
1373715
1164863
1013871
1556593
1618563
702165
932696
1000753
1002047
1776967
1078075
1110646
1652130
1618732
1725964
1604821
73124
1691493
1002517
73309
1021561
812801
1142596
1000694
1645113
1045810
1765159
1090116
1109345
353278
906163
1444380
1114448
1757073
1720635
1501134
73088
844150
814453
1436794
1564708
1413447
1142417
910073
71691
1137887
726728
1486159
1370946
1828443
1372299
878927
800240
860546
1021635
1821825
1587732
888491
812074
1039684
1660134
1005284
1639300
74303
1431695
1868726
1378239
29989
1709542
1584207
75252
1097864
707179
1858985
704532
1014739
1801169
944809
1296445
1038143
1655888
1341439
74260
898173
1564406
775158
1130713
1002638
1781335
1843586
1466593
1579877
1792580
1823945
797468
1569650
1822829
1070423
771992
1347557
1299130
1102112
1019849
1581990
1712807
1327567
1734722
1825570
1841156
1590955
723531
1068851
1546066
1378946
1295947
1119639
75362
1004980
1338749
1611052
1396814
1591698
1568100
77877
891024
1737806
1042776
765880
1474098
1476204
788784
1013857
1321732
921738
77476
78003
1126328
1618673
1745916
80424
1551306
80661
76334
313216
78150
822416
1665300
931015
1577916
1506293
1230245
1617406
75677
31791
889132
1540755
1525769
1045609
1637207
1828016
1321655
1093691
785786
1413329
713676
1115055
1108426
77360
764622
1145197
945841
784977
1530950
833640
1028918
802481
79879
922224
1085869
1808834
1585364
1475922
805676
884713
1580063
1137774
1759655
1393311
866368
1287032
1833835
1041803
275880
938323
1474432
1811882
1534701
1572910
857005
1070081
889900
1639825
1108329
1116578
1508844
78239
1050915
1835681
1038357
1839439
1633917
901491
804328
353569
1741530
1015820
1107843
1067839
1355096
67887
1604778
1811414
1618756
1410384
85961
1648416
84129
733269
1515673
1046102
1315098
733099
933036
884887
1472595
1724521
1382821
890926
1135951
1095073
910606
872589
929869
1571283
1786431
1740332
1281761
898174
730272
85535
1528849
315213
1040829
1759546
1451505
863064
1167419
1874178
720005
1819994
1805284
1037038
1812364
84246
1511337
1828365
917273
943819
1757932
1384905
913144
715072
1848763
84748
1407623
1635088
1024478
1428439
84839
1324948
1788882
882835
745732
1560327
110621
1802768
1157842
315852
1653653
82811
861884
1060391
101829
1469367
1012019
310522
1746618
1810019
1000275
1038683
1849253
52827
1583708
1597033
1688852
812128
1597553
1043509
1177702
1571123
1627857
949870
891478
897723
1000184
824410
1415404
1069530
1498710
1034054
730708
912752
1386716
1288784
1492298
1170858
1786909
1843569
1617640
1001838
316709
89089
94049
1775625
1703399
1564902
88121
1419612
1012100
350894
1320414
1831840
720672
1430723
1576942
1575515
90498
1477815
1060736
1828182
750004
1638833
1620533
1822479
1263043
908732
1610466
1295810
913241
1594805
89800
1312109
1049659
832988
230557
887153
1329394
908937
894315
1650729
1451809
719739
701374
91928
91419
932872
766829
1801661
1015650
1065837
90896
1038074
87347
1097362
1040971
849869
1032033
1330568
893538
1366561
1375365
1022837
825542
1702744
88941
91440
1564408
1766600
1692063
845982
1640147
1123658
883241
18349
1177394
1121404
92122
1818874
1417892
1637736
91767
1314727
313838
1346610
109177
1706946
1063761
64040
1353283
1639920
1364885
1092699
1517375
867773
88205
884394
1512673
909037
1496963
1126956
1836470
1308606
861878
1032208
850261
873303
764038
920371
314590
1402436
921638
1549346
1869858
1517396
1477294
718937
1479094
1757898
1758766
874977
910073
1605484
1022671
932787
1131383
1745431
1538990
93751
1849853
1465128
1137789
16918
311337
912593
1621563
1552275
909327
1821146
1642545
1710583
1739942
93556
4127
7332
1773427
1692115
310142
1601712
310764
817720
1610950
96021
732717
1144800
1395064
1499620
24545
1829864
1539638
1077428
1269238
947263
816761
1260221
1477449
1051512
1094285
1650372
842023
886986
814052
1385157
1660280
932470
97210
818686
97216
92230
1588823
1381668
96943
39899
27419
70318
944695
730263
903129
1320695
912958
1826168
1825155
109198
1071321
98362
1001807
1731348
1094517
1798562
1744676
1562476
97745
1283699
1428875
1438133
937098
1361658
794170
1650164
1886878
1561680
1811074
1116132
1206264
98677
1069878
1389170
1075124
1526520
864749
99780
1476150
1113169
1530804
1232384
1158041
1660734
1552033
1371285
86312
1190723
916365
1519061
928876
1318605
1046179
100493
1823593
1466258
737758
1741231
1671933
879764
1013880
831641
1293282
926042
946581
868675
1829118
912892
1758730
1866550
1447669
1644406
1581280
1418091
1342874
1770787
97476
1289460
217346
860731
1844969
1810806
1845619
1831762
1791929
1850059
1825724
1535929
1336917
100517
1543151
1610520
729986
857855
1847416
1275014
74208
1611547
912767
884614
1094972
4457
352915
1511737
217410
1670076
1403568
101382
1033767
1077771
717954
1020859
1376227
731766
1620280
5513
100885
1494319
1090727
1647639
1627475
912615
1067701
36104
1665918
821130
1327068
1275617
1263994
1082554
1739566
1701758
1841338
1783398
1608016
1524358
314808
917851
1111335
1129260
1874944
1570827
1393052
1468091
1806837
1293135
103379
1272830
813828
91576
912093
1705696
751978
1529192
1706431
1592386
1066119
1840161
1035002
714310
1396009
1837686
102729
1124610
1733186
899689
1602065
1786842
839923
1843388
1535929
1361113
1166388
1682745
1442145
1014473
1674101
875320
797721
1856437
103730
1692819
1616318
740260
1792044
1674910
72444
1840792
732712
1835591
1616707
943452
936528
1212545
1000697
1595761
1618921
1116578
801337
1650962
929008
1318220
1497770
1327811
106040
105132
1813756
783325
766704
30697
793074
1423902
1309108
1264136
72971
1402388
1603923
107687
1722684
1699136
106640
1636222
850460
1822250
1123799
1576789
1445305
1425287
1262823
1255474
823768
107263
1319161
1604028
104169
1356570
895419
1826470
108516
1025378
1323404
806968
11544
1504776
104894
1732845
203596
1647088
828944
719955
105016
105770
1015328
776867
78128
795403
1824988
1365135
105319
108312
1091907
110471
106535
1174922
1163302
72903
743988
1747748
1657573
34088
1787425
1810997
1166003
818479
1770450
1524472
775368
1345016
1670592
1838413
1513845
904851
1041061
1673358
1530238
1111711
1136869
877212
1084048
1463172
1617640
1877787
1835724
1794515
1654126
109380
1617553
1704292
1585521
1439404
1041668
1725160
1713683
1677250
1555280
1439288
