sic
1090872
1675149
6201
1158114
824142
1158449
320193
1500217
1135185
825313
1091587
1551152
1140859
351569
1703057
1492074
1565025
1144980
771497
815094
1559720
1253986
1800
1739445
1070494
1683541
1283630
947484
1161611
1520697
1646972
935036
868857
1467373
1823529
796343
917251
6281
7084
1670541
8670
1478320
1101215
769397
1703056
1776661
1002910
769218
927003
1039828
2809
919012
4904
1378789
874761
1042046
4977
1820953
1308648
880266
1178819
1831097
1423689
1273813
1634997
1749704
1725255
1232582
1577526
5272
1374535
819793
1820877
109563
1267238
354190
40888
1086222
1487712
915913
1167379
66756
866291
1097149
1362468
1809104
766421
1520262
899051
1579241
40729
1178670
1459200
1411207
1701732
1034670
1623925
6951
1280263
1845097
1411579
1748790
2488
1037868
896262
1083446
1004434
318154
1562401
1047127
1142750
1453934
820027
1866692
1488139
897448
1365916
1053507
1129137
1018724
350698
1801075
1596532
1018840
1705110
1013462
1156039
1591956
315293
91142
1864208
1517302
2969
1796209
820313
1418121
1492422
1858681
1751008
1433195
1807707
1441683
317788
884269
1521332
1174169
1604643
1433270
894405
1287750
1035443
1176948
1697862
1584509
1080709
1790982
1859690
1835059
1655759
7536
879407
1834048
1477720
7789
890564
1674862
937966
1612042
1817358
1123452
1122411
1762459
1794846
1871737
1527636
1018963
1666138
731802
1488039
896622
1323885
1702780
718877
1067428
883948
1600620
1828108
1264089
104918
1504764
915912
1730168
1348036
1122976
8858
1722482
1314052
8818
7431
1410636
1056903
1299709
1603756
1069183
4962
1214816
1616862
1601072
1144215
1689923
1782754
901832
866787
929940
933974
9984
12927
1577552
70858
1443646
1071438
1001085
760498
946673
1001290
10456
1070235
886158
1160330
943819
1717556
1089113
1866390
1654795
842180
701985
764478
14930
1809541
1328581
718940
1161125
78890
9326
882796
312069
913142
790816
10795
1664703
1745999
1124941
1392449
38777
1533232
1791863
1378992
1437578
1144519
1651308
885590
1685040
811809
1689813
1329099
1626450
1749817
875045
1723690
1786352
12208
1406234
1788348
1531152
1390777
1130464
1627014
1820302
1075531
1701605
1504008
1666134
1633931
1453015
1316835
1364742
1280058
9389
1429764
1830043
9092
927971
1048477
14272
1424182
9631
1776985
46195
875357
1610250
1372612
313807
1597264
763901
1383312
746598
1122491
1109354
79282
1866581
1581068
1676238
1027552
1471055
1621434
1698287
1768666
885725
1031308
1710350
1429937
1303523
1668717
1579298
1013131
908255
1486957
1393818
1061630
1037540
1736035
906553
1655210
1842827
831001
1632127
885550
16058
1299939
1173382
23217
721371
16988
1406666
723612
1494259
1783180
726958
18230
861842
896159
1374310
1138118
1067294
22356
16040
723188
1627223
1818201
1650107
1051470
1009001
1219601
815097
1102934
1158324
1576940
888746
1725057
1658566
1609702
813672
1402057
1306830
1030475
1309082
1341766
887733
900278
1805387
804753
1827090
1324404
759944
1699838
39263
1420800
1527166
1854640
1737927
851205
313927
20212
19584
1364954
1046311
895126
1015922
1756497
1777393
1043277
1132924
1091667
1766502
1723089
1739940
1071371
936395
1157557
913353
1409493
20286
1509589
1829948
21665
1723596
764065
822818
1801170
732834
1466301
1764046
21076
1045520
28412
22444
1166691
1156375
1058090
26172
811156
1666291
21175
1071739
1567094
16868
1856525
816956
1704720
1224608
1130310
1017413
1284812
1070412
1803599
1692415
927628
21510
1679788
317540
887343
1455863
1050797
1563190
1553023
711404
933136
1163165
1847351
909832
1024305
1385867
1651562
16875
1345105
16732
928022
1545851
19745
1834584
1530721
900075
906345
1383650
25445
1609253
1828962
849395
1060822
1100682
1108524
1768267
1656472
1334036
1674416
772406
874866
1535527
1159510
1430162
858877
1057352
1375877
790051
1275214
1563411
277948
723254
1596783
1709682
858470
1058290
1755672
877890
1298675
1125259
25232
1809122
354647
278166
1475260
1752836
1169561
1690820
64803
1827075
93410
26324
1866368
1567683
1669779
1628369
911177
1035201
1076378
1569345
1598110
1108109
1061983
1859639
1590895
715957
1793862
27904
26780
916540
1792789
1656081
1356284
1159508
1679688
1467623
29644
1338065
1160951
1666700
910638
1561550
28917
315189
910521
1364250
1571996
945764
835403
1393612
29534
1022079
1861795
882184
313616
1041130
1764757
29002
1744489
1437107
24545
1001474
1001082
1772757
1089063
1308547
1846832
1297996
935703
1830214
1799208
1714899
806628
1857154
1574540
1582961
1516513
1261333
1748797
893691
868780
29905
1751788
1062579
1286681
1477641
783280
940944
1804745
1831617
1050140
1773383
936340
1842022
1326160
1562088
1819928
927066
1090012
1849635
1688568
1093557
67215
1002242
712515
931148
1065088
1810546
1439124
1367644
1444406
31462
1047862
1650664
1766363
1372920
1029199
33185
1023731
49600
785161
827052
1001250
1739104
1041792
895417
837465
105634
915389
32604
895728
