Date,Dividends,Stock Splits
1999-12-17,0.001,0.0
2002-12-20,0.041,0.0
2003-12-19,0.141,0.0
2004-12-17,0.418,0.0
2005-12-16,0.148,0.0
2006-09-15,0.044,0.0
2006-12-15,0.135,0.0
2007-06-15,0.018,0.0
2007-09-21,0.053,0.0
2007-12-21,0.123,0.0
2008-03-20,0.006,0.0
2008-06-20,0.069,0.0
2008-09-19,0.071,0.0
2008-12-19,0.081,0.0
2009-03-20,0.077,0.0
2009-06-19,0.081,0.0
2009-09-18,0.077,0.0
2009-12-18,0.079,0.0
2010-03-19,0.073,0.0
2010-06-18,0.079,0.0
2010-09-17,0.081,0.0
2010-12-17,0.09,0.0
2011-03-18,0.084,0.0
2011-06-17,0.098,0.0
2011-09-16,0.094,0.0
2011-12-16,0.109,0.0
2012-03-16,0.096,0.0
2012-06-15,0.109,0.0
2012-09-21,0.13,0.0
2012-12-21,0.168,0.0
2013-03-15,0.124,0.0
2013-06-21,0.155,0.0
2013-09-20,0.158,0.0
2013-12-20,0.171,0.0
2014-03-21,0.157,0.0
2014-06-20,0.176,0.0
2014-09-19,0.174,0.0
2014-12-19,0.216,0.0
2015-03-20,0.173,0.0
2015-06-19,0.193,0.0
2015-09-18,0.183,0.0
2015-12-18,0.216,0.0
2016-03-18,0.22,0.0
2016-06-17,0.211,0.0
2016-09-16,0.196,0.0
2016-12-16,0.216,0.0
2017-03-17,0.205,0.0
2017-06-16,0.223,0.0
2017-09-15,0.209,0.0
2017-12-15,0.238,0.0
2018-03-16,0.218,0.0
2018-06-15,0.255,0.0
2018-09-21,0.254,0.0
2018-12-21,0.265,0.0
2019-03-15,0.233,0.0
2019-06-21,0.278,0.0
2019-09-20,0.253,0.0
2019-12-20,0.295,0.0
2020-03-23,0.371,0.0
2020-06-22,0.281,0.0
2020-09-21,0.247,0.0
2020-12-21,0.298,0.0
2021-03-22,0.357,0.0
2021-06-21,0.26,0.0
