Date,Dividends,Stock Splits
2006-12-20,0.94925,0.0
2007-03-27,0.0625,0.0
2007-06-26,0.06825,0.0
2007-09-25,0.061,0.0
2007-12-20,0.91225,0.0
2008-03-25,0.03875,0.0
2008-06-24,0.0535,0.0
2008-09-24,0.03325,0.0
2008-12-23,0.01475,0.0
2009-03-24,0.027,0.0
2009-06-24,0.0215,0.0
2009-09-24,0.0225,0.0
2009-12-23,0.00225,0.0
2010-03-24,0.04125,0.0
2010-06-22,0.02025,0.0
2010-09-21,0.0295,0.0
2010-12-23,0.0025,0.0
2011-03-23,0.03125,0.0
2011-06-22,0.0105,0.0
2011-09-21,0.02075,0.0
2011-12-23,0.00225,0.0
2012-03-21,0.03425,0.0
2012-06-20,0.0145,0.0
2012-09-25,0.0295,0.0
2012-12-26,0.028,0.0
2013-03-20,0.008,0.0
2013-06-26,0.01325,0.0
2013-09-25,0.0215,0.0
2013-12-24,0.0235,0.0
2014-03-26,0.0075,0.0
2014-06-25,0.02275,0.0
2014-09-24,0.013,0.0
2014-12-22,0.061,0.0
2015-03-25,0.0615,0.0
2015-05-20,0.0,2.0
2015-06-24,0.039,0.0
2015-12-22,0.097,0.0
2016-03-23,0.142991,0.0
2016-06-22,0.0435,0.0
2016-09-21,0.0305,0.0
2016-12-21,0.047,0.0
2017-03-22,0.0445,0.0
2017-06-21,0.041,0.0
2017-09-27,0.045,0.0
2017-12-26,0.0805,0.0
2018-03-21,0.08,0.0
2018-06-20,0.0945,0.0
2018-09-26,0.06,0.0
2018-12-26,0.114,0.0
2019-03-20,0.11,0.0
2019-06-25,0.133,0.0
2019-12-24,0.1345,0.0
2020-03-25,0.099,0.0
2020-08-18,0.0,2.0
2020-12-23,0.084,0.0
2021-03-23,0.07,0.0
2021-06-22,0.044,0.0
