Date,Dividends,Stock Splits
1983-02-22,0.0,2.0
1983-02-23,0.0,2.0
1984-11-26,0.1152,0.0
1985-05-09,0.082,0.0
1985-11-22,0.2352,0.0
1986-01-27,0.0,2.0
1986-05-08,0.062,0.0
1986-11-21,0.168,0.0
1987-05-15,0.094,0.0
1987-11-20,0.3,0.0
1988-04-18,0.1468,0.0
1988-11-18,0.371,0.0
1989-04-07,0.189,0.0
1989-10-05,0.447,0.0
1990-03-30,0.266,0.0
1990-09-24,0.668,0.0
1991-03-15,0.3328,0.0
1991-09-16,1.5838,0.0
1991-11-12,0.0,2.0
1992-02-28,0.241,0.0
1992-09-21,0.3819,0.0
1993-03-05,0.233,0.0
1993-09-24,0.4689,0.0
1994-03-14,0.2815,0.0
1994-09-23,0.5986,0.0
1995-02-24,0.399,0.0
1995-09-22,0.774,0.0
1996-03-22,0.5667,0.0
1996-08-16,0.5862,0.0
1997-03-19,0.7266,0.0
1997-08-13,0.491,0.0
1998-03-04,0.6524,0.0
1998-08-12,0.4963,0.0
1999-03-03,0.7569,0.0
1999-08-11,0.539,0.0
2000-03-01,0.7849,0.0
2000-08-09,0.4516,0.0
2000-12-21,0.6681,0.0
2000-12-27,0.742,0.0
2001-05-02,0.2586,0.0
2001-08-01,0.2546,0.0
2001-10-31,0.2558,0.0
2002-02-20,0.3423,0.0
2002-05-01,0.2596,0.0
2002-07-31,0.2803,0.0
2002-10-30,0.2772,0.0
2003-02-19,0.4187,0.0
2003-05-07,0.2851,0.0
2003-07-30,0.2864,0.0
2003-10-29,0.3002,0.0
2004-02-18,0.5199,0.0
2004-05-12,0.3528,0.0
2004-08-04,0.3659,0.0
2004-11-03,0.3652,0.0
2005-02-16,0.4444,0.0
2005-05-11,0.3801,0.0
2005-08-03,0.3478,0.0
2005-11-02,0.3552,0.0
2006-02-15,0.4875,0.0
2006-05-10,0.3932,0.0
2006-08-02,0.4063,0.0
2006-11-01,0.450456,0.0
2007-02-14,0.551628,0.0
2007-05-02,0.480672,0.0
2007-08-01,0.494712,0.0
2007-10-31,0.5326,0.0
2008-02-13,0.627264,0.0
2008-04-30,0.5186,0.0
2008-07-30,0.519116,0.0
2008-10-29,0.474796,0.0
2009-02-11,0.494564,0.0
2009-04-29,0.409304,0.0
2009-07-29,0.460936,0.0
2009-11-04,0.49002,0.0
2010-02-10,0.573696,0.0
2010-05-05,0.46032,0.0
2010-07-28,0.45726,0.0
2010-10-27,0.50736,0.0
2011-02-09,0.615296,0.0
2011-05-04,0.526336,0.0
2011-08-03,0.521088,0.0
2011-11-02,0.54298,0.0
2012-02-15,0.66339,0.0
2012-05-09,0.5491,0.0
2012-08-08,0.527918,0.0
2012-11-14,0.578952,0.0
2013-02-20,0.68948,0.0
2013-05-08,0.550224,0.0
2013-08-07,0.553212,0.0
2013-11-13,0.616094,0.0
2014-02-19,0.749616,0.0
2014-05-14,0.640034,0.0
2014-08-06,0.648204,0.0
2014-11-05,0.613,0.0
2015-02-18,0.695244,0.0
2015-05-13,0.58615,0.0
2015-08-12,0.576859,0.0
2015-11-10,0.549019,0.0
2016-02-17,0.570496,0.0
2016-05-11,0.500194,0.0
2016-08-10,0.466526,0.0
2016-11-02,0.46208,0.0
2017-02-22,0.571154,0.0
2017-05-10,0.490352,0.0
2017-08-09,0.50103,0.0
2017-11-09,0.514187,0.0
2018-02-22,0.651684,0.0
2018-05-10,0.503253,0.0
2018-08-09,0.495603,0.0
2018-11-15,0.490846,0.0
2019-02-21,0.597034,0.0
2019-05-16,0.473036,0.0
2019-08-08,0.465828,0.0
2019-11-14,0.489,0.0
2020-02-20,0.599,0.0
2020-05-14,0.472036,0.0
2020-08-13,0.492922,0.0
2020-11-12,0.516664,0.0
2021-02-18,0.636669,0.0
2021-05-20,0.527,0.0
2021-08-19,0.530085,0.0
2021-11-18,0.523439,0.0
