Date,Dividends,Stock Splits
1999-08-02,0.1125,0.0
1999-11-04,0.11667,0.0
2000-02-08,0.11667,0.0
2000-05-09,0.11667,0.0
2000-08-09,0.11667,0.0
2000-11-08,0.11667,0.0
2001-02-07,0.11667,0.0
2001-05-09,0.11667,0.0
2001-08-08,0.11667,0.0
2001-11-07,0.11667,0.0
2002-02-07,0.11667,0.0
2002-05-08,0.11667,0.0
2002-08-07,0.05833,0.0
2002-11-06,0.05833,0.0
2003-02-06,0.05833,0.0
2003-05-07,0.05833,0.0
2003-08-06,0.05833,0.0
2003-11-05,0.05833,0.0
2004-02-06,0.05833,0.0
2004-05-07,0.05833,0.0
2004-08-04,0.05833,0.0
2004-11-09,0.05833,0.0
2005-02-08,0.05833,0.0
2005-05-05,0.05833,0.0
2005-08-04,0.05833,0.0
2005-11-04,0.05833,0.0
2006-02-07,0.05833,0.0
2006-05-05,0.05833,0.0
2006-06-01,0.0,2.0
2006-08-08,0.05833,0.0
2006-11-06,0.05833,0.0
2007-02-06,0.05833,0.0
2007-05-04,0.05833,0.0
2007-08-07,0.05833,0.0
2007-11-05,0.08333,0.0
2008-02-05,0.08333,0.0
2008-05-02,0.08333,0.0
2008-08-05,0.08333,0.0
2008-11-03,0.08333,0.0
2009-02-05,0.08333,0.0
2009-05-01,0.08333,0.0
2009-08-04,0.08333,0.0
2009-11-02,0.08333,0.0
2010-02-05,0.08333,0.0
2010-05-06,0.08333,0.0
2010-08-11,0.08333,0.0
2010-11-09,0.08333,0.0
2011-02-04,0.08333,0.0
2011-05-11,0.08333,0.0
2011-08-08,0.08333,0.0
2011-11-08,0.10417,0.0
2012-02-03,0.10417,0.0
2012-05-09,0.10417,0.0
2012-08-08,0.10417,0.0
2012-11-07,0.10417,0.0
2012-12-19,0.10417,0.0
2013-05-08,0.10417,0.0
2013-08-07,0.10417,0.0
2013-11-13,0.10417,0.0
2014-02-12,0.0525,0.0
2014-05-08,0.0525,0.0
2014-08-13,0.0525,0.0
2014-11-06,0.0525,0.0
2015-02-12,0.0525,0.0
2015-05-07,0.0525,0.0
2015-08-06,0.00833,0.0
2015-11-09,0.00833,0.0
2016-02-11,0.00833,0.0
2017-02-02,0.2724,0.0
2017-11-29,0.0,1.2
