Date,Dividends,Stock Splits
1998-10-28,0.1125,0.0
1999-01-27,0.1125,0.0
1999-04-28,0.1125,0.0
1999-07-28,0.1125,0.0
1999-10-27,0.1125,0.0
2000-01-27,0.125,0.0
2000-04-26,0.125,0.0
2000-07-27,0.13125,0.0
2000-10-27,0.13125,0.0
2001-01-29,0.1375,0.0
2001-04-26,0.1375,0.0
2001-07-27,0.147,0.0
2001-10-29,0.15625,0.0
2002-01-29,0.15625,0.0
2002-04-26,0.1675,0.0
2002-05-16,0.0,2.0
2002-07-29,0.1675,0.0
2002-10-29,0.1725,0.0
2003-01-29,0.1725,0.0
2003-04-28,0.1815,0.0
2003-07-29,0.1815,0.0
2003-10-29,0.1865,0.0
2004-01-28,0.1865,0.0
2004-04-28,0.1865,0.0
2004-07-28,0.1865,0.0
2004-10-27,0.1975,0.0
2005-01-27,0.2,0.0
2005-04-27,0.205,0.0
2005-07-27,0.21,0.0
2005-10-27,0.215,0.0
2006-01-27,0.219,0.0
2006-04-26,0.2225,0.0
2006-07-27,0.2265,0.0
2006-10-27,0.23,0.0
2007-01-29,0.234,0.0
2007-04-26,0.2375,0.0
2007-07-27,0.2415,0.0
2007-10-29,0.245,0.0
2008-01-29,0.25,0.0
2008-04-28,0.254,0.0
2008-07-29,0.2575,0.0
2008-10-29,0.2615,0.0
2009-01-28,0.265,0.0
2009-04-28,0.269,0.0
2009-07-29,0.2725,0.0
2009-10-28,0.2765,0.0
2010-01-27,0.28,0.0
2010-04-28,0.284,0.0
2010-07-28,0.2875,0.0
2010-10-27,0.2915,0.0
2011-01-27,0.295,0.0
2011-04-27,0.299,0.0
2011-07-27,0.3025,0.0
2011-10-27,0.3065,0.0
2012-01-27,0.31,0.0
2012-04-26,0.314,0.0
2012-07-27,0.3175,0.0
2012-10-29,0.65,0.0
2012-10-31,0.325,0.0
2013-01-29,0.33,0.0
2013-04-26,0.335,0.0
2013-07-29,0.34,0.0
2013-10-29,0.345,0.0
2014-01-29,0.35,0.0
2014-04-28,0.355,0.0
2014-07-29,0.36,0.0
2014-08-22,0.0,2.0
2014-10-29,0.365,0.0
2015-01-28,0.37,0.0
2015-04-28,0.375,0.0
2015-07-29,0.38,0.0
2015-10-28,0.385,0.0
2016-01-27,0.39,0.0
2016-04-27,0.395,0.0
2016-07-27,0.4,0.0
2016-10-27,0.405,0.0
2017-01-27,0.41,0.0
2017-04-26,0.415,0.0
2017-07-27,0.42,0.0
2017-10-30,0.423,0.0
2018-01-30,0.425,0.0
2018-04-27,0.428,0.0
2018-07-30,0.43,0.0
2018-10-30,0.433,0.0
2019-01-30,0.435,0.0
2019-04-29,0.438,0.0
2019-07-30,0.44,0.0
2019-10-30,0.443,0.0
2020-01-30,0.445,0.0
2020-04-29,0.445,0.0
2020-07-30,0.445,0.0
2020-10-29,0.445,0.0
2021-01-28,0.45,0.0
2021-04-29,0.45,0.0
2021-07-29,0.45,0.0
2021-10-28,0.45,0.0
2022-01-28,0.465,0.0
