Date,Dividends,Stock Splits
1984-05-29,0.136,0.0
1984-10-12,0.104,0.0
1985-05-29,0.176,0.0
1985-10-11,0.144,0.0
1986-04-04,0.03025,0.0
1986-09-19,0.02075,0.0
1987-04-08,0.3742,0.0
1987-09-18,0.2942,0.0
1988-04-15,0.05,0.0
1988-09-23,0.0365,0.0
1989-04-07,0.05225,0.0
1989-09-22,0.0385,0.0
1989-12-01,0.05825,0.0
1990-03-30,0.05875,0.0
1990-04-11,0.161,0.0
1990-06-07,0.28725,0.0
1990-06-15,0.487,0.0
1990-09-14,0.06925,0.0
1991-04-05,0.05775,0.0
1991-06-07,0.05825,0.0
1991-09-20,0.0715,0.0
1992-03-27,0.06775,0.0
1992-08-14,0.08225,0.0
1993-04-02,0.11,0.0
1993-05-27,0.0,2.0
1993-08-06,0.0745,0.0
1994-04-15,0.2335,0.0
1994-08-19,0.1655,0.0
1995-03-31,0.2665,0.0
1995-08-11,0.179,0.0
1996-03-22,0.286,0.0
1996-08-16,0.2115,0.0
1997-03-19,0.3315,0.0
1997-08-13,0.2035,0.0
1998-03-25,0.2655,0.0
1998-11-04,0.1325,0.0
1999-04-01,0.4215,0.0
1999-08-11,0.0785,0.0
2000-03-15,0.3095,0.0
2000-08-09,0.1485,0.0
2001-03-07,0.317,0.0
2001-08-08,0.1575,0.0
2002-03-06,0.352,0.0
2002-08-07,0.1835,0.0
2003-03-05,0.425,0.0
2003-08-06,0.191,0.0
2004-03-03,0.4815,0.0
2004-08-04,0.2255,0.0
2005-03-09,0.5525,0.0
2005-08-03,0.255,0.0
2006-03-08,0.6055,0.0
2006-08-02,0.294,0.0
2007-03-07,0.7985,0.0
2007-08-01,0.3775,0.0
2008-03-05,0.9295,0.0
2008-08-06,0.3945,0.0
2009-03-11,0.9275,0.0
2009-08-19,0.4605,0.0
2010-03-10,1.092,0.0
2010-08-18,0.5245,0.0
2011-03-09,1.33,0.0
2011-08-17,0.596,0.0
2012-03-07,1.43,0.0
2012-08-15,0.681,0.0
2013-03-13,1.44,0.0
2013-08-21,0.728,0.0
2014-03-12,1.65,0.0
2014-08-20,0.802,0.0
2015-03-18,1.553,0.0
2015-08-19,0.746434,0.0
2016-03-16,1.51461,0.0
2016-08-17,0.666233,0.0
2017-02-02,0.0,2.0
2017-02-14,0.0,2.0
2017-03-15,1.52394,0.0
2017-08-16,0.738,0.0
2017-12-28,0.586,0.0
2018-03-22,0.679,0.0
2018-06-28,0.679,0.0
2018-10-04,0.679,0.0
2018-12-27,0.679,0.0
2019-03-21,0.674,0.0
2019-06-27,0.674,0.0
2019-10-03,0.674,0.0
2019-12-26,0.674,0.0
2020-03-26,0.677,0.0
2020-07-09,0.688902,0.0
2020-10-01,0.689586,0.0
2020-12-17,0.677,0.0
2021-03-25,0.757618,0.0
2021-07-08,0.746191,0.0
2021-09-30,0.746191,0.0
2021-12-22,0.746191,0.0
2021-12-23,0.746191,0.0
