Date,Dividends,Stock Splits
1981-02-02,0.0,1.3333333333333333
1983-02-01,0.0,1.5
1984-01-30,0.0,2.0
1985-01-08,0.625,0.0
1985-04-09,0.625,0.0
1985-07-15,0.625,0.0
1985-10-07,0.625,0.0
1986-01-13,0.725,0.0
1986-04-14,0.725,0.0
1986-07-08,0.725,0.0
1986-10-10,0.725,0.0
1987-01-12,0.825,0.0
1987-04-13,0.825,0.0
1987-07-14,0.825,0.0
1987-10-13,0.825,0.0
1988-01-11,0.925,0.0
1988-04-12,0.925,0.0
1988-07-12,0.925,0.0
1988-10-11,0.925,0.0
1989-01-09,1.025,0.0
1989-04-18,1.025,0.0
1989-07-18,1.025,0.0
1989-10-17,1.025,0.0
1990-01-16,1.125,0.0
1990-04-17,1.125,0.0
1990-07-17,1.125,0.0
1990-10-16,1.125,0.0
1991-01-14,1.25,0.0
1991-04-16,1.25,0.0
1991-07-08,0.0,2.0
1991-07-16,1.25,0.0
1991-10-15,1.25,0.0
1992-01-13,1.37,0.0
1992-04-13,1.37,0.0
1992-07-13,0.1376,0.0
1992-07-14,1.37,0.0
1992-10-13,1.37,0.0
1993-01-11,1.5,0.0
1993-04-13,1.5,0.0
1993-07-13,1.5,0.0
1993-10-12,1.5,0.0
1994-01-10,1.5,0.0
1994-04-12,1.5,0.0
1994-07-12,1.5,0.0
1994-10-11,1.5,0.0
1995-01-09,1.7,0.0
1995-04-10,0.17,0.0
1995-04-18,1.7,0.0
1995-07-18,0.17,0.0
1995-07-20,1.7,0.0
1995-10-19,1.7,0.0
1996-01-18,1.85,0.0
1996-04-18,1.85,0.0
1996-07-18,1.85,0.0
1996-10-17,1.85,0.0
1996-12-05,1.85,0.0
1997-01-15,2.0,0.0
1997-04-17,2.0,0.0
1997-07-17,2.0,0.0
1997-10-16,2.0,0.0
1998-01-15,2.15,0.0
1998-02-03,0.0,2.0
1998-04-16,2.16,0.0
1998-07-16,2.16,0.0
1998-10-15,2.16,0.0
1999-01-15,2.3,0.0
1999-04-15,2.3,0.0
1999-07-15,2.3,0.0
1999-10-14,2.3,0.0
2019-04-22,0.0,0.05
