Date,Dividends,Stock Splits
2000-11-03,0.17825,0.0
2001-11-02,0.17825,0.0
2002-11-06,0.18717,0.0
2003-11-05,0.20499,0.0
2004-11-03,0.40998,0.0
2005-11-03,0.46346,0.0
2006-11-02,0.52585,0.0
2007-11-02,0.65954,0.0
2008-11-06,0.65954,0.0
2009-11-05,0.65954,0.0
2010-11-05,0.65954,0.0
2011-11-07,0.65954,0.0
2012-11-07,0.65954,0.0
2013-02-04,0.16488,0.0
2013-05-07,0.2451,0.0
2013-08-07,0.2451,0.0
2013-11-06,0.2451,0.0
2014-02-04,0.2451,0.0
2014-05-07,0.31194,0.0
2014-08-06,0.31194,0.0
2014-11-05,0.31194,0.0
2015-02-04,0.31194,0.0
2015-05-07,0.33422,0.0
2015-08-05,0.33422,0.0
2015-11-04,0.33422,0.0
2016-02-03,0.33422,0.0
2016-05-05,0.35651,0.0
2016-08-04,0.35651,0.0
2016-11-03,0.35651,0.0
2017-02-02,0.35651,0.0
2017-05-04,0.35651,0.0
2017-08-03,0.35651,0.0
2017-08-07,0.0,1.122
2017-11-03,0.4,0.0
2018-02-02,0.4,0.0
2018-05-04,0.42,0.0
2018-08-03,0.42,0.0
2018-11-05,0.42,0.0
2019-02-04,0.42,0.0
2019-05-06,0.44,0.0
2019-08-05,0.44,0.0
2019-11-04,0.44,0.0
2020-02-03,0.44,0.0
2020-05-07,0.46,0.0
2020-08-03,0.46,0.0
2020-11-02,0.46,0.0
2021-02-04,0.46,0.0
2021-05-10,0.48,0.0
2021-08-09,0.48,0.0
2021-11-08,0.48,0.0
2022-02-07,0.48,0.0
