Date,Dividends,Stock Splits
1999-02-18,0.03,0.0
1999-05-03,0.015,0.0
1999-08-02,0.015,0.0
1999-11-01,0.015,0.0
2000-01-31,0.015,0.0
2000-05-01,0.015,0.0
2000-08-04,0.015,0.0
2000-10-30,0.015,0.0
2001-01-30,0.015,0.0
2001-05-02,0.015,0.0
2001-07-27,0.015,0.0
2001-10-29,0.015,0.0
2002-02-06,0.034,0.0
2002-04-29,0.034,0.0
2002-07-29,0.034,0.0
2002-10-29,0.034,0.0
2003-01-23,0.05,0.0
2003-04-29,0.05,0.0
2003-07-29,0.05,0.0
2003-10-28,0.05,0.0
2004-01-26,0.05,0.0
2004-04-26,0.05,0.0
2004-06-22,0.0,2.0
2004-07-26,0.05,0.0
2004-10-25,0.05,0.0
2005-02-03,0.05,0.0
2005-04-29,0.05,0.0
2005-08-02,0.05,0.0
2005-10-28,0.05,0.0
2006-02-06,0.05,0.0
2006-05-01,0.05,0.0
2006-08-07,0.05,0.0
2006-10-30,0.05,0.0
2007-02-06,0.1,0.0
2007-04-27,0.1,0.0
2007-08-07,0.1,0.0
2007-10-30,0.1,0.0
2008-02-04,0.1,0.0
2008-04-28,0.1,0.0
2008-08-04,0.1,0.0
2008-11-06,0.1,0.0
2009-02-06,0.02,0.0
2009-05-14,0.01,0.0
2009-08-10,0.01,0.0
2009-11-06,0.01,0.0
2010-02-08,0.01,0.0
2010-05-06,0.01,0.0
2010-08-06,0.01,0.0
2010-11-08,0.01,0.0
2011-02-08,0.01,0.0
2011-05-06,0.05,0.0
2011-08-08,0.05,0.0
2011-11-08,0.05,0.0
2012-02-08,0.1,0.0
2012-05-08,0.1,0.0
2012-08-08,0.1,0.0
2012-11-07,0.1,0.0
2013-02-06,0.15,0.0
2013-04-24,0.15,0.0
2013-07-29,0.15,0.0
2013-10-29,0.15,0.0
2014-01-30,0.18,0.0
2014-04-30,0.18,0.0
2014-07-30,0.18,0.0
2014-10-30,0.18,0.0
2015-01-29,0.2,0.0
2015-04-29,0.2,0.0
2015-07-30,0.2,0.0
2015-10-29,0.2,0.0
2016-01-28,0.2,0.0
2016-05-02,0.2,0.0
2016-07-28,0.2,0.0
2016-10-28,0.2,0.0
2017-01-30,0.2,0.0
2017-04-27,0.2,0.0
2017-07-28,0.2,0.0
2017-10-31,0.2,0.0
2018-02-02,0.2,0.0
2018-04-30,0.2,0.0
2018-07-31,0.23,0.0
2018-10-31,0.23,0.0
2019-02-01,0.23,0.0
2019-04-30,0.275,0.0
2019-07-31,0.275,0.0
2019-10-31,0.275,0.0
2020-01-31,0.275,0.0
2020-05-01,0.275,0.0
2020-08-03,0.275,0.0
2020-10-30,0.275,0.0
2021-02-08,0.33,0.0
2021-04-30,0.33,0.0
2021-07-30,0.33,0.0
