Date,Dividends,Stock Splits
2018-02-28,0.125,0.0
2018-05-31,0.125,0.0
2018-08-31,0.15,0.0
2018-11-30,0.15,0.0
2019-02-28,0.175,0.0
2019-05-30,0.175,0.0
2019-08-29,0.175,0.0
2019-11-27,0.175,0.0
2020-02-14,0.175,0.0
2020-05-07,0.05,0.0
2020-07-30,0.05,0.0
2020-10-30,0.075,0.0
2021-02-04,0.15,0.0
2021-05-06,0.15,0.0
2021-08-05,0.15,0.0
2021-10-15,0.158,0.0
2021-10-22,1.25,0.0
