Date,Dividends,Stock Splits
2001-07-17,0.0,1.17
2003-08-22,0.0,1.1
2004-08-25,0.0,1.0574
2005-09-07,0.01185,1.0998
2007-08-20,0.19048,1.1479
2008-08-13,0.274,1.029
2009-07-27,0.075,0.0
2010-07-27,0.051,1.09
2011-08-12,0.101,1.0
2012-08-20,0.095,1.0
2013-07-26,0.176,0.0
2013-07-30,0.176,0.0
2014-08-13,0.217,0.0
2015-08-10,0.246773,0.0
2016-08-15,0.203114,0.0
2017-08-09,0.231,0.0
2018-04-18,0.368,0.0
2018-04-30,0.0,1.0
2018-08-10,0.164,0.0
2019-08-13,0.159526,0.0
2020-08-13,0.136314,0.0
2021-09-03,0.301691,0.0
