Date,Dividends,Stock Splits
2001-05-18,0.01545,0.0
2002-03-04,0.01491,0.0
2003-08-01,0.05891,0.0
2004-09-01,0.01509,0.0
2005-08-03,0.07127,0.0
2006-07-06,0.06745,0.0
2007-06-13,0.08891,0.0
2008-07-09,0.09327,0.0
2009-06-10,0.08436,0.0
2010-06-09,0.09673,0.0
2011-06-01,0.11436,0.0
2012-05-30,0.11309,0.0
2013-05-29,0.13636,0.0
2014-07-01,0.13855,0.0
2014-12-09,0.0,5.0
2015-06-03,0.14273,0.0
2015-06-11,0.157,0.0
2016-06-14,0.13506,0.0
2017-06-19,0.07,1.1
2018-07-23,0.044518,0.0
2018-08-24,0.044518,0.0
2019-07-23,0.029,0.0
2021-07-28,0.054,0.0
