Date,Dividends,Stock Splits
2001-02-28,0.0,2.0
2005-06-01,0.0,2.0
2007-05-29,0.0,2.0
2011-02-18,0.0375,0.0
2011-05-23,0.0375,0.0
2011-08-16,0.0375,0.0
2011-12-13,0.0375,0.0
2012-02-21,0.0375,0.0
2012-05-15,0.0375,0.0
2012-08-14,0.0375,0.0
2012-12-11,0.045,0.0
2013-02-19,0.045,0.0
2013-05-14,0.045,0.0
2013-08-13,0.045,0.0
2013-12-10,0.054,0.0
2014-02-18,0.054,0.0
2014-05-13,0.054,0.0
2014-08-12,0.054,0.0
2014-12-16,0.065,0.0
2015-02-17,0.065,0.0
2015-03-30,0.0,2.0
2015-05-22,0.065,0.0
2015-05-26,0.065,0.0
2015-08-12,0.065,0.0
2015-11-24,0.065,0.0
2016-03-08,0.078,0.0
2016-05-17,0.078,0.0
2016-08-09,0.078,0.0
2016-11-16,0.078,0.0
2017-03-07,0.094,0.0
2017-05-16,0.094,0.0
2017-08-15,0.094,0.0
2017-11-15,0.094,0.0
2018-03-07,0.112,0.0
2018-05-16,0.112,0.0
2018-08-15,0.112,0.0
2018-11-14,0.112,0.0
2019-03-06,0.134,0.0
2019-05-15,0.134,0.0
2019-08-14,0.134,0.0
2019-11-13,0.134,0.0
2020-03-11,0.154,0.0
2021-05-26,0.154,0.0
2021-08-25,0.154,0.0
2021-11-23,0.154,0.0
