Date,Dividends,Stock Splits
2003-07-28,0.84391,0.0
2004-07-13,1.51476,0.0
2005-08-15,1.68635,0.0
2006-08-08,1.43408,1.02
2007-07-24,1.12613,1.1
2007-12-20,0.0,0.9090909090909091
2008-01-10,0.0,1.0
2008-10-15,1.50836,1.21
2009-07-30,1.45336,1.1
2010-01-21,0.0,0.9091
2010-08-10,1.5875,0.0
2011-01-07,0.0,0.8
2011-07-19,1.91,0.0
2012-07-13,1.825,0.0
2013-07-15,1.777,0.0
2014-07-15,1.509,0.0
2015-07-14,1.48174,0.0
2016-07-19,1.7304,0.0
2017-07-19,1.629,0.0
2018-07-20,1.55825,0.0
2019-07-24,1.44265,0.0
2020-07-01,1.41869,0.0
2021-08-24,1.55098,0.0
