Date,Dividends,Stock Splits
2010-05-24,0.06,0.0
2010-08-24,0.06,0.0
2010-11-23,0.06,0.0
2011-03-11,0.08,0.0
2011-05-26,0.09,0.0
2011-08-29,0.1,0.0
2011-11-09,0.12,0.0
2012-02-27,0.12,0.0
2012-05-14,0.13,0.0
2012-08-10,0.14,0.0
2012-11-09,0.14,0.0
2013-03-13,0.15,0.0
2013-06-12,0.15,0.0
2013-09-12,0.15,0.0
2013-12-12,0.15,0.0
2014-03-12,0.16,0.0
2014-06-11,0.16,0.0
2014-09-11,0.16,0.0
2014-12-11,0.16,0.0
2015-03-12,0.17,0.0
2015-06-12,0.17,0.0
2015-09-11,0.17,0.0
2015-12-11,0.17,0.0
2016-03-14,0.18,0.0
2016-06-13,0.18,0.0
2016-09-13,0.18,0.0
2016-12-13,0.18,0.0
2017-03-14,0.188,0.0
2017-06-13,0.188,0.0
2017-09-13,0.188,0.0
2017-12-13,0.188,0.0
2018-03-14,0.195,0.0
2018-06-13,0.195,0.0
2018-09-12,0.195,0.0
2018-12-13,0.195,0.0
2019-03-13,0.197,0.0
2019-06-12,0.197,0.0
2019-09-11,0.197,0.0
2019-12-13,0.197,0.0
2020-03-13,0.2,0.0
2021-03-25,0.11,0.0
2021-06-17,0.11,0.0
