Date,Dividends,Stock Splits
2000-11-14,0.09,0.0
2001-02-13,0.09,0.0
2001-05-11,0.09,0.0
2001-08-13,0.09,0.0
2001-11-13,0.09,0.0
2002-03-01,0.09,0.0
2002-05-13,0.15,0.0
2002-08-13,0.15,0.0
2002-11-13,0.15,0.0
2003-02-12,0.15,0.0
2003-05-14,0.15,0.0
2003-08-13,0.188,0.0
2003-11-20,0.188,0.0
2004-02-11,0.188,0.0
2004-06-01,0.22,0.0
2004-08-12,0.22,0.0
2004-11-10,0.22,0.0
2005-02-11,0.22,0.0
2005-05-12,0.25,0.0
2005-08-12,0.25,0.0
2005-11-14,0.25,0.0
2006-02-14,0.25,0.0
2006-05-12,0.32,0.0
2006-08-14,0.32,0.0
2006-11-14,0.32,0.0
2007-02-14,0.32,0.0
2007-05-14,0.32,0.0
2007-08-14,0.32,0.0
2007-11-14,0.32,0.0
2008-02-13,0.32,0.0
2008-05-22,0.32,0.0
2008-08-13,0.32,0.0
2008-11-12,0.32,0.0
2009-02-11,0.32,0.0
2009-05-13,0.01,0.0
2009-08-20,0.01,0.0
2009-11-12,0.01,0.0
2010-03-03,0.01,0.0
2010-05-20,0.01,0.0
2010-08-19,0.01,0.0
2010-11-10,0.01,0.0
2011-02-24,0.01,0.0
2011-05-19,0.01,0.0
2011-08-18,0.01,0.0
2011-11-15,0.18,0.0
2012-02-15,0.18,0.0
2012-05-17,0.18,0.0
2012-08-16,0.18,0.0
2012-11-15,0.25,0.0
2013-02-21,0.25,0.0
2013-05-02,0.25,0.0
2013-08-15,0.25,0.0
2013-11-14,0.25,0.0
2014-02-20,0.25,0.0
2014-05-22,0.25,0.0
2014-08-14,0.25,0.0
2014-11-13,0.5,0.0
2015-02-19,0.5,0.0
2015-05-21,0.5,0.0
2015-08-13,0.5,0.0
2015-11-12,0.5,0.0
2016-02-11,0.5,0.0
2016-05-12,0.5,0.0
2016-08-11,0.5,0.0
2016-11-10,0.5,0.0
2016-11-11,0.5,0.0
2017-02-16,0.5,0.0
2017-05-18,0.5,0.0
2017-08-17,0.5,0.0
2017-11-17,0.5,0.0
2018-02-16,0.5,0.0
2018-05-18,0.6,0.0
2018-08-17,0.6,0.0
2018-11-19,0.6,0.0
2019-02-19,0.6,0.0
2019-05-17,0.6,0.0
2019-08-19,0.6,0.0
2019-11-19,0.6,0.0
2020-02-19,0.6,0.0
2020-05-19,0.25,0.0
2020-08-28,0.25,0.0
2020-11-27,0.25,0.0
2021-02-26,0.25,0.0
2021-05-14,0.25,0.0
