Date,Dividends,Stock Splits
2014-01-02,0.127,0.0
2014-04-01,0.2,0.0
2014-07-01,0.2,0.0
2014-10-01,0.2,0.0
2015-01-02,0.225,0.0
2015-04-01,0.225,0.0
2015-07-01,0.225,0.0
2015-07-02,0.225,0.0
2015-10-01,0.225,0.0
2016-01-04,0.245,0.0
2016-04-01,0.245,0.0
2016-07-01,0.245,0.0
2016-10-03,0.245,0.0
2017-01-03,0.26,0.0
2017-04-03,0.26,0.0
2017-07-03,0.26,0.0
2017-10-04,0.26,0.0
2018-01-03,0.275,0.0
2018-04-04,0.275,0.0
2018-07-05,0.275,0.0
2018-10-04,0.275,0.0
2019-01-03,0.28,0.0
2019-04-04,0.28,0.0
2019-07-03,0.28,0.0
2019-10-03,0.28,0.0
2020-01-03,0.285,0.0
2020-04-03,0.285,0.0
2021-01-05,0.215,0.0
2021-04-01,0.215,0.0
2021-07-02,0.215,0.0
2021-10-04,0.215,0.0
2022-01-04,0.24,0.0
