Date,Dividends,Stock Splits
1993-09-14,0.0,2.0
1994-04-05,0.0,1.5
1994-11-09,0.0,1.5
1997-01-07,0.0,1.5
2000-02-08,0.0,1.5
2000-09-27,0.0,1.5
2002-05-09,0.0,1.5
2002-11-05,0.02,0.0
2003-02-05,0.02,0.0
2003-05-06,0.024,0.0
2003-08-06,0.024,0.0
2003-11-06,0.03,0.0
2004-02-10,0.035,0.0
2004-05-11,0.04,0.0
2004-08-06,0.046,0.0
2004-11-10,0.052,0.0
2005-02-09,0.07,0.0
2005-05-11,0.095,0.0
2005-08-10,0.125,0.0
2005-11-01,0.16,0.0
2006-01-31,0.19,0.0
2006-05-05,0.215,0.0
2006-08-01,0.235,0.0
2006-11-06,0.25,0.0
2007-02-12,0.265,0.0
2007-05-08,0.28,0.0
2007-08-07,0.295,0.0
2007-11-02,0.31,0.0
2008-02-05,0.32,0.0
2008-05-08,0.33,0.0
2008-08-05,0.338,0.0
2008-11-12,0.339,0.0
2009-02-11,0.339,0.0
2009-05-19,0.339,0.0
2009-08-18,0.339,0.0
2009-11-16,0.34,0.0
2010-02-16,0.341,0.0
2010-05-17,0.342,0.0
2010-08-17,0.343,0.0
2010-11-16,0.344,0.0
2010-12-09,0.345,0.0
2011-05-17,0.346,0.0
2011-08-16,0.347,0.0
2011-11-17,0.348,0.0
2012-02-16,0.349,0.0
2012-05-15,0.35,0.0
2012-08-20,0.351,0.0
2012-11-19,0.352,0.0
2013-02-19,0.353,0.0
2013-05-17,0.353,0.0
2013-08-19,0.354,0.0
2013-11-19,0.354,0.0
2014-02-19,0.355,0.0
2014-05-19,0.356,0.0
2014-08-19,0.356,0.0
2014-11-19,0.357,0.0
2015-02-19,0.357,0.0
2015-05-19,0.358,0.0
2015-09-09,0.358,0.0
2015-11-18,0.359,0.0
2016-02-18,0.359,0.0
2016-05-19,0.36,0.0
2016-08-18,0.36,0.0
2016-11-17,0.361,0.0
2017-02-16,0.361,0.0
2017-05-19,0.362,0.0
2017-08-17,0.362,0.0
2017-11-20,0.363,0.0
2018-02-20,0.363,0.0
2018-05-18,0.364,0.0
2018-08-20,0.364,0.0
2018-11-20,0.365,0.0
2019-02-20,0.365,0.0
2019-05-20,0.366,0.0
2019-08-20,0.366,0.0
2019-11-20,0.367,0.0
2020-02-20,0.367,0.0
2020-05-20,0.368,0.0
2020-08-20,0.368,0.0
2020-11-19,0.369,0.0
2021-02-19,0.39,0.0
2021-05-20,0.413,0.0
