Date,Dividends,Stock Splits
2014-04-10,0.0,310.0
2016-07-28,0.08,0.0
2016-10-28,0.08,0.0
2017-01-30,0.08,0.0
2017-04-27,0.08,0.0
2017-07-28,0.12,0.0
2017-10-31,0.12,0.0
2018-01-31,0.13,0.0
2018-04-30,0.13,0.0
2018-07-31,0.15,0.0
2018-10-31,0.15,0.0
2019-01-31,0.17,0.0
2019-04-30,0.17,0.0
2019-07-31,0.17,0.0
2019-10-31,0.17,0.0
2020-01-30,0.19,0.0
2020-04-30,0.19,0.0
2020-07-30,0.19,0.0
2020-10-29,0.19,0.0
2021-01-29,0.19,0.0
2021-04-29,0.19,0.0
2021-07-30,0.25,0.0
2021-10-29,0.25,0.0
2022-01-31,0.3,0.0
