Date,Dividends,Stock Splits
1986-06-27,0.0,1.5
1989-06-29,0.0,1.5
1990-07-02,0.0,1.5
1994-02-22,0.0,1.5
1994-09-27,0.0,1.5
1998-05-18,0.0,2.0
2002-05-10,0.0,2.0
2006-04-24,0.1,0.0
2006-07-25,0.1,0.0
2006-10-25,0.1,0.0
2007-01-24,0.1,0.0
2007-04-25,0.115,0.0
2007-07-25,0.115,0.0
2007-10-24,0.115,0.0
2008-01-23,0.115,0.0
2008-04-23,0.12,0.0
2008-07-23,0.12,0.0
2008-10-23,0.12,0.0
2009-01-22,0.12,0.0
2009-04-23,0.12,0.0
2009-07-23,0.12,0.0
2009-10-23,0.12,0.0
2010-01-25,0.12,0.0
2010-04-23,0.13,0.0
2010-07-23,0.15,0.0
2010-10-25,0.15,0.0
2011-01-25,0.15,0.0
2011-04-25,0.17,0.0
2011-07-25,0.17,0.0
2011-10-25,0.17,0.0
2012-01-25,0.22,0.0
2012-04-25,0.22,0.0
2012-07-25,0.22,0.0
2012-10-24,0.22,0.0
2013-01-23,0.22,0.0
2013-04-24,0.31,0.0
2013-07-24,0.31,0.0
2013-10-23,0.31,0.0
2014-01-22,0.31,0.0
2014-04-23,0.33,0.0
2014-07-23,0.33,0.0
2014-10-23,0.33,0.0
2015-01-22,0.33,0.0
2015-04-22,0.35,0.0
2015-07-22,0.35,0.0
2015-10-23,0.35,0.0
2016-01-22,0.35,0.0
2016-04-27,0.37,0.0
2016-07-20,0.37,0.0
2016-10-25,0.37,0.0
2017-01-24,0.37,0.0
2017-04-26,0.39,0.0
2017-07-19,0.39,0.0
2017-10-26,0.39,0.0
2018-01-24,0.39,0.0
2018-04-26,0.43,0.0
2018-07-19,0.43,0.0
2018-10-25,0.43,0.0
2019-01-24,0.43,0.0
2019-04-25,0.48,0.0
2019-07-25,0.48,0.0
2019-10-24,0.48,0.0
2020-01-23,0.48,0.0
2020-04-23,0.48,0.0
2020-07-23,0.48,0.0
2020-10-22,0.53,0.0
2021-01-21,0.53,0.0
2021-04-22,0.59,0.0
2021-07-22,0.59,0.0
2021-10-21,0.71,0.0
2022-01-20,0.71,0.0
