Date,Dividends,Stock Splits
1999-12-29,0.198,0.0
2000-12-27,0.207,0.0
2001-12-27,0.236,0.0
2002-12-27,0.299,0.0
2003-12-29,0.361,0.0
2004-06-28,0.43,0.0
2005-01-07,0.318,0.0
2005-06-28,0.493,0.0
2005-12-28,0.973,0.0
2006-12-27,1.06213,0.0
2007-12-27,0.972101,0.0
2008-12-29,0.39548,0.0
2009-12-29,0.889822,0.0
2010-12-29,1.10845,0.0
2011-12-28,0.880359,0.0
2012-12-31,0.883002,0.0
2013-12-30,0.384726,0.0
2015-12-29,0.219475,0.0
2016-12-28,0.350935,0.0
2017-12-28,0.467332,0.0
2019-12-30,0.444444,0.0
2020-12-30,0.606365,0.0
