Date,Dividends,Stock Splits
1985-09-04,0.36136,0.0
1986-05-28,0.0,1.0
1986-09-08,0.47902,0.0
1987-05-26,0.0,1.0
1987-08-28,0.53872,0.0
1988-05-20,1.07952,0.0
1988-09-02,0.60528,0.0
1989-05-19,0.37232,0.0
1989-05-30,0.28704,0.0
1989-09-01,0.728,0.0
1990-05-21,1.72016,0.0
1990-08-30,0.99424,0.0
1991-05-20,1.1648,0.0
1991-08-30,0.9776,0.0
1992-05-07,0.13091,0.0
1992-06-16,0.0,2.0
1992-09-02,0.0649,0.0
1993-05-06,0.14192,0.0
1993-09-01,0.04231,0.0
1994-05-06,0.0425,0.0
1994-08-30,0.6396,0.0
1995-05-03,0.21846,0.0
1995-05-24,0.06173,0.0
1995-06-09,0.0,2.5
1995-09-13,0.09038,0.0
1996-05-13,0.01442,0.0
1996-09-10,0.16995,0.0
1997-05-13,0.20481,0.0
1997-08-27,0.1613,0.0
1998-05-15,0.26851,0.0
1998-05-26,0.0,2.0
1998-08-17,0.22212,0.0
1999-04-28,0.30577,0.0
1999-08-16,0.25962,0.0
2000-04-27,0.31346,0.0
2000-05-30,0.0,2.0
2000-08-14,0.26154,0.0
2001-05-01,0.39327,0.0
2001-08-13,0.31442,0.0
2002-04-17,0.3875,0.0
2002-08-12,0.34615,0.0
2003-04-17,0.0,1.04
2003-08-11,0.048,0.0
2004-04-21,0.243,0.0
2004-08-16,0.256,0.0
2005-04-25,0.276,0.0
2005-08-15,0.274,0.0
2006-04-26,0.275,0.0
2006-08-14,0.306,0.0
2007-04-26,0.41,0.0
2007-08-10,0.41,0.0
2008-04-25,0.491,0.0
2008-08-08,0.462,0.0
2012-05-18,0.132,0.0
2012-08-16,0.123,0.0
2013-05-17,0.147,0.0
2013-08-15,0.147,0.0
2014-05-22,0.151,0.0
2014-08-21,0.146,0.0
2015-05-21,0.137,0.0
2015-08-20,0.133,0.0
2016-05-23,0.141,0.0
2016-08-18,0.147,0.0
2017-05-22,0.146,0.0
2017-05-23,0.137917,0.0
2017-08-17,0.153,0.0
2018-05-22,0.165,0.0
2018-08-24,0.16205,0.0
2019-05-21,0.167,0.0
2019-08-23,0.166,0.0
2020-05-19,0.173488,0.0
2020-08-21,0.071049,0.0
2021-06-07,0.072981,0.0
2021-08-26,0.09346,0.0
