Date,Dividends,Stock Splits
2000-10-03,0.43167,0.0
2001-07-16,0.05055,3.0
2002-07-08,1.342,0.0
2003-04-17,1.455,0.0
2004-04-16,1.3021,0.0
2005-04-22,1.649,0.0
2006-04-20,2.5157,0.0
2006-07-10,0.0,2.0
2007-04-19,1.82573,0.0
2012-05-07,0.108318,0.0
2013-05-06,0.16006,0.0
2014-05-12,0.282135,0.0
2015-05-11,0.537,0.0
2015-09-18,0.260119,0.0
2016-05-11,0.6,0.0
2016-05-12,0.257175,0.0
2017-05-08,0.607,0.0
2018-05-07,0.65,0.0
2018-05-08,0.65,0.0
2019-05-06,0.689,0.0
2020-05-05,0.365,0.0
2020-05-06,0.73,0.0
2020-11-24,0.366,0.0
2021-04-13,0.37,0.0
