Date,Dividends,Stock Splits
2004-03-29,3.7574,0.0
2004-06-28,6.2623,0.0
2004-09-28,8.7673,0.0
2004-12-29,9.3935,0.0
2005-03-29,10.0198,0.0
2005-06-28,10.646,0.0
2005-09-28,11.2722,0.0
2005-12-28,12.5247,0.0
2006-03-29,12.5247,0.0
2006-06-28,12.5247,0.0
2006-09-27,12.5247,0.0
2006-12-27,12.5247,0.0
2007-03-28,13.1509,0.0
2007-06-27,13.1509,0.0
2007-09-26,13.1509,0.0
2007-12-27,13.1509,0.0
2008-03-27,13.1509,0.0
2008-06-26,13.1509,0.0
2008-09-26,13.1509,0.0
2011-03-29,6.2623,0.0
2011-06-28,6.2623,0.0
2011-09-28,6.2623,0.0
2011-12-28,6.2623,0.0
2012-03-28,6.8886,0.0
2012-06-27,6.8886,0.0
2012-09-26,6.8886,0.0
2012-12-27,6.8886,0.0
2013-03-26,7.5148,0.0
2013-06-26,7.5148,0.0
2013-09-26,7.5148,0.0
2013-11-20,0.0,1.49
2013-12-27,11.1971,0.0
2014-03-27,11.1971,0.0
2014-06-26,11.1971,0.0
2014-09-26,11.1971,0.0
2014-11-13,0.0,1.059
2014-12-29,11.8577,0.0
2015-03-27,11.8577,0.0
2015-06-26,11.8577,0.0
2015-09-28,11.8577,0.0
2015-12-29,11.8577,0.0
2016-03-29,11.8577,0.0
2016-06-28,11.8577,0.0
2016-09-28,11.8577,0.0
2016-12-28,11.8577,0.0
2017-03-29,11.8577,0.0
2017-06-28,11.8577,0.0
2017-09-28,11.8577,0.0
2017-12-28,11.8577,0.0
2018-03-28,11.8577,0.0
2018-06-28,11.8577,0.0
2018-09-27,11.8577,0.0
2018-12-28,11.8577,0.0
2019-03-28,11.8577,0.0
2019-06-27,5.9289,0.0
2019-09-27,5.9289,0.0
2019-10-28,0.0,1.012
2019-12-30,6.0,0.0
2020-07-16,0.0,0.1
2021-07-19,0.0,0.1
