Date,Dividends,Stock Splits
2013-06-11,0.14,0.0
2013-09-25,0.35,0.0
2013-12-24,0.175,0.0
2013-12-26,0.5,0.0
2014-03-27,0.35,0.0
2014-06-25,0.5,0.0
2014-09-25,0.35,0.0
2014-10-20,0.0,0.5
2014-12-26,0.38,0.0
2015-03-24,0.38,0.0
2015-05-21,0.45,0.0
2015-10-01,0.46,0.0
2015-12-29,0.46,0.0
2016-03-31,0.46,0.0
2016-07-05,0.46,0.0
2016-09-29,0.46,0.0
2016-12-28,0.46,0.0
2017-03-23,0.48,0.0
2017-06-29,0.5,0.0
2017-09-29,0.5,0.0
2017-12-28,0.5,0.0
2018-03-29,0.5,0.0
2018-06-29,0.5,0.0
2018-09-28,0.5,0.0
2018-12-28,0.5,0.0
2019-04-03,0.5,0.0
2019-06-28,0.5,0.0
2019-10-02,0.5,0.0
2019-12-30,0.5,0.0
2020-04-14,0.05,0.0
2020-07-01,0.1,0.0
2020-10-02,0.15,0.0
2020-12-30,0.2,0.0
2021-04-01,0.2,0.0
2021-07-01,0.2,0.0
2021-10-01,0.25,0.0
2021-12-30,0.25,0.0
