CONSOLIDATED_BALANCE_SHEET_(Parenthetical)_-_$_/_shares_shares_in_Thousands,"Oct. 31, 2021","Oct. 31, 2020", , , , , , , 
, , , , , , , , , 
,,, , , , , , , 
,$ 0.01,$ 0.01, , , , , , , 
,"125,000","125,000", , , , , , , 
,0,0, , , , , , , 
,0,0, , , , , , , 
,$ 0.01,$ 0.01, , , , , , , 
,"2,000,000","2,000,000", , , , , , , 
,"302,000","306,000", , , , , , , 
,"302,000","306,000", , , , , , , 
