Date,Stock Splits
1998-12-24,1.02
1999-04-15,1.02
1999-07-27,3.0
1999-11-02,1.02
2000-05-15,0.6666666666666666
2001-01-02,1.02
2001-03-01,1.02
2002-01-22,1.02
2002-03-19,1.02
2003-01-23,1.0
2003-03-06,1.02
2005-06-16,1.04
2011-01-21,3.0
