Date,Stock Splits
1979-01-15,1.02
1979-04-06,1.02
1979-07-09,1.02
1979-10-15,1.02
1981-01-16,2.0
1994-05-03,0.2
2001-01-31,0.1
2005-04-07,8.0
2018-07-16,0.162
