Date,Stock Splits
1996-06-10,1.25
1997-06-10,1.25
1998-06-15,1.25
1999-06-14,1.25
2000-06-13,1.25
2001-06-18,1.25
2002-06-17,1.25
2003-06-17,1.25
2004-06-01,1.25
2005-06-01,1.25
2007-05-17,1.1
