Date,Stock Splits
1986-06-13,1.5
1987-11-16,1.5
1992-05-21,1.5
1993-08-27,1.5
1995-05-26,1.5
1996-05-24,1.5
1997-05-30,1.5
1998-05-26,1.5
1999-05-24,1.5
2000-05-23,1.5
