Date,Stock Splits
1981-03-02,1.25
1982-03-01,1.25
1983-01-26,1.1
1988-02-08,1.1
1989-02-08,1.1
1990-03-02,1.5
1991-03-04,1.5
1992-04-10,1.5
1994-03-02,1.3333333333333333
