Date,Stock Splits
1965-02-19,2.0
1965-05-19,2.0
1968-06-03,2.0
1977-06-01,2.0
1986-07-01,3.0
1990-05-14,2.0
1992-05-12,2.0
1996-05-13,2.0
2012-08-13,2.0
