Date,Stock Splits
1980-09-29,1.07
1981-08-25,1.5
1982-07-29,1.1
1983-07-29,1.1
1984-07-30,1.1
1985-08-01,2.0
1986-07-03,1.1
1987-07-06,1.1
1988-08-01,1.25
1989-07-03,1.15
1990-07-03,1.1
1991-07-09,1.05
1992-08-03,1.25
1993-07-12,1.1
1994-08-01,1.25
1995-07-12,1.0
1996-07-12,1.1
1997-07-11,1.1
1998-07-13,1.1
1999-07-12,1.1
2000-07-12,1.1
