Date,Dividends
2011-06-29,0.15
2011-10-07,0.15
2011-12-20,0.15
2012-03-22,0.188
2012-06-21,0.188
2012-10-05,0.188
2012-10-08,0.1875
2012-12-17,0.188
2013-03-21,0.207
2013-06-20,0.207
2013-10-07,0.207
2013-12-23,0.208
2013-12-24,0.2075
2014-03-28,0.415
2014-06-19,0.415
2014-10-03,0.415
2014-12-24,0.415
2015-03-27,0.623
2015-06-23,0.623
2015-10-07,0.623
2015-12-23,0.623
2016-03-24,0.81
2016-06-24,0.81
2016-10-05,0.81
2016-12-23,0.81
2017-03-27,1.053
2017-06-26,1.053
2017-10-06,1.053
2017-12-26,1.053
2018-03-26,1.47
2018-06-26,1.47
2018-10-05,1.47
2018-12-26,1.47
2019-03-26,1.76
2019-06-25,1.76
2019-10-07,1.76
2019-12-24,1.76
2020-03-25,1.76
2021-10-04,0.88
2021-12-27,0.88
