Date,Dividends
1985-06-10,0.47
1985-12-02,0.49
1986-03-11,0.3
1986-06-10,0.3
1986-09-10,0.3
1986-11-21,0.33
1987-03-10,0.33
1987-06-10,0.33
1987-09-10,0.33
1987-11-23,0.35
1988-03-10,0.35
1988-06-10,0.35
1988-09-12,0.35
1988-11-23,0.37
1989-03-10,0.37
1989-06-12,0.37
1989-09-11,0.37
1989-11-24,0.4
1990-03-05,0.4
1990-06-11,0.4
1990-09-10,0.4
1990-11-07,0.43
1990-11-26,0.43
1991-03-06,0.43
1991-06-03,0.43
1991-08-30,0.43
1991-12-02,0.47
1992-03-02,0.47
1992-06-01,0.47
1992-08-31,0.47
1992-11-30,0.51
1993-03-01,0.51
1993-05-28,0.51
1993-08-30,0.51
1993-11-29,0.55
1994-02-28,0.55
1994-05-27,0.55
1994-08-29,0.55
1994-11-28,0.59
1995-02-27,0.59
1995-05-26,0.59
1995-08-30,0.59
1995-11-29,0.63
1996-03-01,0.63
1996-06-05,0.63
1996-09-04,0.63
1996-12-04,0.65
1997-03-05,0.65
1997-06-04,0.65
1997-09-03,0.65
1997-12-03,0.67
1998-03-04,0.67
1998-06-01,0.67
1998-06-03,0.67
1998-09-02,0.67
1998-12-02,0.69
1999-03-03,0.69
1999-06-02,0.69
1999-09-01,0.69
1999-12-01,0.71
2000-03-01,0.71
2000-05-31,0.71
2000-08-30,0.71
2000-11-29,0.73
2001-02-28,0.73
2001-05-30,0.73
2001-09-05,0.73
2001-12-05,0.74
2002-02-27,0.74
2002-06-05,0.74
2002-09-04,0.74
2002-12-04,0.74
2003-03-05,0.74
2003-06-04,0.74
2003-09-03,0.74
2003-12-03,0.74
2004-03-03,0.74
2004-06-02,0.74
2004-09-01,0.74
2004-12-01,0.74
2005-03-02,0.74
2005-06-01,0.74
2005-08-31,0.74
2005-11-30,0.75
2006-03-01,0.75
2006-05-31,0.75
2006-08-30,0.75
2006-11-29,0.76
2007-02-28,0.76
2007-05-30,0.76
2007-09-05,0.76
2007-12-05,0.77
2008-03-05,0.77
2008-06-04,0.77
2008-09-03,0.77
2008-12-03,0.77
2009-03-04,0.77
2009-06-03,0.77
2009-09-02,0.77
2009-12-02,0.77
2010-03-03,0.77
2010-06-02,0.77
2010-09-01,0.77
2010-12-01,0.77
2011-03-03,0.77
2011-06-01,0.77
2011-08-31,0.77
2011-11-30,0.77
2012-02-29,0.77
2012-05-30,0.77
2012-09-05,0.77
2012-12-05,0.77
2013-03-07,0.77
2013-06-05,0.77
2013-09-04,0.77
2013-12-04,0.77
2014-03-06,0.77
2014-06-04,0.77
2014-09-03,0.77
2014-12-03,0.77
2015-03-04,0.77
2015-06-03,0.77
2015-09-02,0.8
2015-12-02,0.8
2016-03-02,0.8
2016-06-01,0.82
2016-08-31,0.82
2016-11-30,0.82
2017-03-09,0.82
2017-05-31,0.82
2017-08-30,0.82
2017-11-30,0.82
2018-03-02,0.82
2018-05-30,0.82
2018-05-31,0.82
2018-09-05,0.82
2018-09-06,0.82
2018-12-06,0.82
2019-03-08,0.82
2019-06-06,0.82
2019-09-09,0.82
2019-12-05,0.82
2020-03-05,0.82
2020-06-04,0.82
2020-09-04,0.82
2020-12-03,0.82
2021-03-05,0.82
2021-06-03,0.82
