Date,Dividends
2012-02-09,0.09
2012-06-07,1.59
2012-08-10,0.09
2012-09-04,6.5
2012-11-08,0.09
2013-02-07,0.09
2013-06-06,0.1
2013-08-08,0.1
2013-11-06,1.1
2014-02-06,1.1
2014-06-06,0.11
2014-08-07,1.11
2014-11-06,0.11
2015-02-06,0.13
2015-06-08,0.13
2015-08-06,0.13
2015-11-06,0.13
2016-02-08,0.15
2016-06-08,0.15
2016-08-08,0.15
2016-11-08,0.15
2017-02-08,0.17
2017-06-07,0.17
2017-08-10,0.17
2017-11-13,0.17
2018-02-13,0.19
2018-06-13,0.19
2018-08-13,0.19
2018-11-13,0.19
2019-02-13,0.23
2019-06-13,0.23
2019-08-13,0.23
2019-11-13,0.27
2020-02-13,0.31
2020-06-12,0.31
2020-08-13,0.31
2020-11-13,0.31
2021-02-11,0.37
2021-06-14,0.37
2021-08-13,0.37
2021-11-12,0.37
2022-02-10,0.43
