Date,Dividends
1983-07-11,0.02417
1983-10-18,0.02417
1984-01-23,0.02417
1984-04-16,0.02417
1984-07-16,0.03076
1984-10-22,0.03076
1985-01-07,0.03076
1985-04-08,0.03076
1985-07-30,0.03076
1985-10-21,0.03515
1986-01-06,0.03515
1986-04-14,0.03515
1986-07-21,0.03954
1986-10-20,0.03954
1987-01-05,0.03954
1987-04-10,0.03954
1987-07-20,0.04394
1987-10-19,0.04394
1988-01-04,0.04394
1988-04-11,0.04394
1988-07-18,0.05272
1988-10-17,0.05272
1989-01-09,0.05272
1989-04-10,0.05272
1989-07-17,0.05712
1989-10-16,0.05712
1990-01-08,0.05712
1990-04-06,0.05712
1990-07-16,0.06151
1990-10-15,0.06151
1991-01-07,0.06151
1991-04-08,0.06151
1991-07-15,0.06151
1991-10-11,0.06591
1992-01-06,0.06591
1992-04-06,0.06591
1992-07-13,0.06591
1992-10-09,0.0703
1993-01-04,0.0703
1993-04-02,0.0703
1993-07-12,0.0703
1993-10-08,0.07469
1994-01-03,0.07469
1994-04-04,0.07469
1994-07-11,0.07469
1994-10-07,0.07909
1994-12-30,0.07909
1995-04-03,0.07909
1995-07-12,0.07909
1995-10-11,0.08348
1996-01-03,0.08348
1996-01-10,0.19
1996-04-02,0.08348
1996-07-10,0.08348
1996-10-16,0.08787
1996-12-31,0.08787
1997-04-02,0.08787
1997-07-09,0.08787
1997-10-15,0.09227
1998-01-07,0.09227
1998-04-01,0.09227
1998-07-22,0.09666
1998-10-14,0.09666
1999-01-06,0.09666
1999-03-30,0.09666
1999-07-14,0.09666
1999-10-27,0.10545
2000-01-05,0.10545
2000-04-05,0.10545
2000-07-12,0.10545
2000-10-11,0.11424
2001-01-10,0.11424
2001-04-04,0.11424
2001-07-11,0.11424
2001-11-07,0.11863
2002-01-09,0.11863
2002-04-03,0.11863
2002-07-10,0.11863
2002-10-09,0.12302
2003-01-08,0.12302
2003-04-09,0.12302
2003-07-09,0.12302
2003-10-08,0.1406
2004-01-07,0.1406
2004-04-06,0.1406
2004-07-07,0.1406
2004-10-06,0.15817
2005-01-05,0.15817
2005-04-06,0.17575
2005-07-06,0.17575
2005-10-05,0.17575
2006-01-04,0.17575
2006-04-10,0.19332
2006-07-05,0.19332
2006-10-04,0.19332
2007-01-03,0.19332
2007-04-03,0.20211
2007-07-03,0.20211
2007-10-03,0.20211
2008-01-02,0.20211
2008-04-09,0.20211
2008-07-01,0.20211
2008-10-08,0.2065
2009-01-07,0.2065
2009-04-07,0.06591
2009-07-08,0.06591
2009-10-07,0.06591
2010-01-06,0.06591
2010-04-07,0.06591
2010-07-07,0.06591
2010-10-06,0.06591
2011-01-05,0.06591
2011-04-06,0.06591
2011-07-06,0.06591
2011-10-05,0.06591
2012-01-04,0.06591
2012-04-04,0.06591
2012-07-03,0.06591
2012-10-10,0.06591
2013-01-02,0.06591
2013-04-03,0.06591
2013-07-02,0.06591
2013-10-09,0.06591
2014-01-08,0.06591
2014-04-09,0.06591
2014-06-12,0.07909
2014-10-08,0.07909
2015-01-07,0.07909
2015-04-08,0.07909
2015-07-09,0.09
2015-10-07,0.095
2016-01-06,0.095
2016-04-06,0.095
2016-07-06,0.095
2016-10-12,0.1
2017-01-11,0.1
2017-04-12,0.1
2017-07-12,0.1
2017-10-12,0.105
2018-01-11,0.105
2018-04-12,0.105
2018-07-12,0.105
2018-10-11,0.12
2019-01-10,0.12
2019-04-11,0.12
2019-07-11,0.12
2019-10-10,0.135
2020-01-09,0.135
2020-04-09,0.135
2020-07-09,0.135
2020-10-08,0.14
2021-01-07,0.14
2021-05-27,0.235
2021-08-12,0.235
2021-11-10,0.235
