Date,Dividends
1973-02-23,0.015
1985-08-20,0.25
1985-12-11,0.25
1986-02-18,0.25
1986-05-20,0.05
1986-08-20,0.05
1986-11-11,0.05
1989-08-21,0.025
1989-12-11,0.025
1990-02-20,0.025
1990-05-18,0.025
1990-08-17,0.025
1990-12-11,0.025
1991-02-19,0.525
1991-05-20,0.03438
1991-08-16,0.03438
1991-12-09,0.03438
1992-02-18,0.03438
1992-05-18,0.0375
1992-08-17,0.0375
1992-12-08,0.0375
1993-02-16,0.0375
1993-05-19,0.0375
1993-07-14,0.33575
1993-08-16,0.0375
1993-12-07,0.0375
1994-02-14,0.0375
1994-05-18,0.3
1994-08-15,0.0375
1994-12-06,0.04063
1995-02-13,0.04063
1995-05-17,0.04063
1995-08-16,0.04063
1995-12-08,0.04063
1996-02-14,0.04063
1996-05-23,0.04063
1996-08-13,0.325
1996-08-16,0.04063
1996-12-10,0.04063
1997-02-18,0.04063
1997-05-21,0.04063
1997-08-08,0.04063
1997-11-19,0.04063
1998-02-13,0.04063
1998-05-20,0.04688
1998-08-11,0.04688
1998-11-18,0.04688
1999-02-12,0.04688
1999-05-18,0.04688
1999-08-11,0.04688
1999-11-17,0.04688
2000-02-14,0.04688
2000-05-17,0.04688
2000-08-10,0.04688
2000-11-21,0.04688
2001-02-09,0.0125
2001-05-16,0.0125
2001-08-14,0.0125
2001-11-20,0.0125
2004-11-17,0.025
2005-02-16,0.025
2005-05-18,0.025
2005-08-10,0.05
2005-11-10,0.05
2006-02-13,0.05
2006-05-17,0.0625
2006-08-11,0.0315
2006-11-21,0.0625
2007-02-13,0.0625
2007-05-16,0.0625
2007-08-13,0.0625
2007-11-20,0.0625
2008-02-13,0.0875
2008-05-21,0.044
2008-08-13,0.088
2008-11-12,0.088
2009-02-12,0.088
2009-05-20,0.04
2009-08-12,0.04
2009-11-18,0.088
2010-02-11,0.088
2010-05-12,0.14
2010-08-11,0.14
2010-11-17,0.14
2011-02-11,0.14
2011-04-27,0.14
2011-08-11,0.28
2011-11-16,0.28
2012-02-13,0.28
2012-04-25,0.625
2012-08-13,0.625
2012-11-20,0.625
2013-02-20,0.15
2013-05-15,0.15
2013-08-13,0.15
2013-11-20,0.15
2014-02-19,0.15
2014-05-21,0.15
2014-08-13,0.15
2014-11-12,0.15
2014-11-13,0.15
2019-01-03,0.05
2019-04-04,0.05
2019-07-03,0.06
2019-10-03,0.1
2020-01-02,0.06
2020-04-02,0.06
