Date,Dividends
2010-12-29,0.05
2011-04-13,0.05
2011-07-13,0.05
2011-10-12,0.05
2012-01-11,0.1
2012-04-11,0.1
2012-07-11,0.1
2012-10-10,0.1
2012-12-13,0.125
2013-04-10,0.125
2013-07-10,0.125
2013-10-09,0.125
2014-01-08,0.17
2014-04-09,0.17
2014-07-09,0.17
2014-10-08,0.17
2015-01-07,0.19
2015-04-08,0.19
2015-07-08,0.19
2015-10-07,0.19
2016-01-06,0.22
2016-04-06,0.22
2016-07-06,0.22
2016-10-05,0.22
2016-10-06,0.22
2017-01-04,0.23
2017-04-05,0.23
2017-07-05,0.23
2017-10-16,0.23
2017-10-17,0.23
2018-01-04,0.25
2018-04-05,0.25
2018-07-05,0.25
2018-10-16,0.25
2019-01-03,0.28
2019-04-04,0.28
2019-07-03,0.28
2019-10-17,0.28
2020-01-02,0.3
2020-04-02,0.3
2020-07-01,0.3
2020-10-15,0.3
2020-12-31,0.315
2021-04-08,0.315
2021-07-08,0.315
