Date,Dividends
2019-06-17,0.18
2019-09-24,0.18
2019-12-26,0.18
2020-04-02,0.18
2020-06-04,0.18
2020-09-24,0.18
2020-12-24,0.22
2021-04-05,0.22
2021-06-25,0.22
