Date,Dividends
1997-11-13,0.16478
1997-12-26,0.36045
1998-03-27,0.36045
1998-06-26,0.36045
1998-09-28,0.36045
1998-12-29,0.36045
1999-03-29,0.36045
1999-06-28,0.36045
1999-09-28,0.36045
1999-12-29,0.37384
2000-03-29,0.37384
2000-06-28,0.37384
2000-09-27,0.37384
2000-12-27,0.39959
2001-03-28,0.39959
2001-06-27,0.39959
2001-09-26,0.39959
2001-12-27,0.45829
2002-03-26,0.45623
2002-06-26,0.45623
2002-09-26,0.45623
2002-12-27,0.47889
2003-03-27,0.47889
2003-06-26,0.47889
2003-09-26,0.47889
2003-12-29,0.51493
2004-03-29,0.51493
2004-06-28,0.51493
2004-09-28,0.51493
2004-12-29,0.55613
2005-03-29,0.55613
2005-06-28,0.55613
2005-09-28,0.55613
2005-12-28,0.61792
2006-03-29,0.61792
2006-06-28,0.61792
2006-09-27,0.61792
2006-12-27,0.72091
2007-03-28,0.72091
2007-06-27,0.72091
2007-09-26,0.72091
2007-12-27,0.81153
2008-03-27,0.81153
2008-06-26,0.81153
2008-09-26,0.81153
2008-12-30,0.3862
2009-03-27,0.3862
2009-06-26,0.10299
2009-09-28,0.10299
2009-12-30,0.10299
2010-03-29,0.10299
2010-06-28,0.10299
2010-09-28,0.10299
2010-12-30,0.10299
2011-03-29,0.10299
2011-06-28,0.10299
2011-09-28,0.10299
2011-12-28,0.25747
2012-03-28,0.25747
2012-06-28,0.25747
2012-09-26,0.25747
2012-12-28,0.33986
2013-03-27,0.33986
2013-06-27,0.33986
2013-09-26,0.33986
2013-12-27,0.51493
2014-03-27,0.51493
2014-06-26,0.51493
2014-09-26,0.51493
2014-12-30,0.61792
2015-03-27,0.61792
2015-06-26,0.617508
2015-09-28,0.617508
2015-12-30,0.74101
2016-03-29,0.74101
2016-06-28,0.74101
2016-09-28,0.74101
2016-12-29,0.797615
2017-03-29,0.797615
2017-06-28,0.797615
2017-09-29,0.797615
2017-12-29,0.836209
2018-03-29,0.836209
2018-06-28,0.836209
2018-09-27,0.836209
2018-12-31,0.874803
2019-03-28,0.874803
2019-06-27,0.874803
2019-09-27,0.874803
2019-12-31,0.910825
2020-03-30,0.303608
2020-04-29,0.303608
2020-05-28,0.303608
2020-06-29,0.303608
2020-07-30,0.303608
2020-08-28,0.303608
2020-09-29,0.303608
2020-10-29,0.303608
2020-11-27,0.295
2020-12-14,2.0
2021-01-28,0.303
2021-02-25,0.3033
2021-03-30,0.3033
2021-04-29,0.3033
2021-05-27,0.3033
2021-05-28,0.3033
2021-06-29,0.3033
2021-07-29,0.303
2021-08-30,0.3033
2021-09-29,0.3033
2021-10-28,0.3033
2021-11-29,0.3033
2021-12-14,2.4392
2022-01-28,0.3108
