Date,Dividends
1985-02-05,0.41
1985-05-06,0.41
1985-08-05,0.41
1985-11-05,0.43
1986-02-03,0.43
1986-05-05,0.43
1986-08-04,0.43
1986-11-04,0.45
1987-02-02,0.225
1987-05-04,0.225
1987-08-04,0.225
1987-11-04,0.24
1988-02-01,0.24
1988-05-02,0.24
1988-08-01,0.24
1988-10-31,0.255
1989-02-06,0.255
1989-05-08,0.255
1989-08-07,0.255
1989-11-07,0.27
1990-02-06,0.27
1990-05-04,0.27
1990-08-06,0.27
1990-11-06,0.275
1991-02-05,0.275
1991-05-06,0.275
1991-08-06,0.275
1991-11-05,0.28
1992-02-06,0.28
1992-05-05,0.28
1992-08-04,0.28
1992-11-04,0.285
1993-02-04,0.285
1993-05-04,0.285
1993-08-04,0.285
1993-11-04,0.29
1994-02-04,0.29
1994-05-04,0.29
1994-08-04,0.29
1994-11-04,0.295
1995-02-09,0.295
1995-05-04,0.295
1995-08-08,0.295
1995-11-09,0.3
1996-02-12,0.3
1996-05-08,0.3
1996-08-08,0.3
1996-11-07,0.305
1996-11-08,0.61
1997-02-10,0.305
1997-05-05,0.305
1997-05-08,0.305
1997-08-07,0.305
1997-11-06,0.305
1998-02-13,0.31
1998-05-07,0.31
1998-08-06,0.31
1998-11-06,0.31
1999-02-12,0.31
1999-05-06,0.31
1999-08-06,0.31
1999-11-08,0.31
2000-02-14,0.31
2000-05-08,0.31
2000-08-08,0.31
2000-11-09,0.31
2001-02-12,0.31
2001-05-08,0.31
2001-08-08,0.31
2001-11-08,0.31
2002-02-11,0.31
2002-05-08,0.31
2002-08-08,0.31
2002-11-07,0.31
2003-02-10,0.31
2003-05-08,0.31
2003-08-07,0.31
2003-11-06,0.31
2004-02-09,0.31
2004-05-06,0.31
2004-08-06,0.31
2004-11-08,0.31
2005-02-14,0.31
2005-05-06,0.31
2005-08-08,0.31
2005-11-17,0.31
2006-02-21,0.31
2006-05-11,0.31
2006-08-11,0.31
2006-11-13,0.31
2007-02-22,0.31
2007-05-11,0.31
2007-08-16,0.31
2007-11-13,0.31
2008-02-28,0.31
2008-05-14,0.31
2008-08-14,0.31
2008-11-13,0.31
2009-02-26,0.31
2009-05-19,0.31
2009-08-20,0.31
2009-11-12,0.31
2010-02-18,0.31
2010-05-19,0.31
2010-08-19,0.31
2010-11-10,0.31
2011-02-17,0.31
2011-05-18,0.31
2011-08-11,0.31
2011-11-17,0.31
2012-02-16,0.31
2012-05-17,0.31
2012-08-13,0.31
2012-11-15,0.31
2013-02-19,0.31
2013-05-20,0.31
2013-08-19,0.31
2013-11-18,0.31
2014-02-21,0.31
2014-05-20,0.31
2014-08-20,0.31
2014-11-19,0.31
2015-02-20,0.31
2015-05-20,0.31
2015-08-20,0.31
2015-11-19,0.31
2016-02-18,0.31
2016-05-26,0.31
2016-08-22,0.31
2016-11-18,0.31
2017-02-22,0.31
2017-05-22,0.31
2017-08-21,0.31
2017-11-21,0.31
2018-02-21,0.31
2018-05-22,0.31
2018-08-20,0.31
2018-11-20,0.31
2019-02-25,0.32
2019-05-22,0.32
2019-08-21,0.32
2019-11-21,0.32
2020-02-25,0.33
2020-05-21,0.33
2020-08-20,0.33
2020-11-19,0.33
2021-02-24,0.34
2021-05-19,0.34
2021-08-18,0.34
2021-11-22,0.34
