Date,Dividends
2017-08-01,0.027
2017-10-31,0.059
2018-01-31,0.075
2018-05-02,0.108
2018-08-01,0.125
2018-11-01,0.144
2019-01-31,0.164
2019-04-25,0.303
2019-07-25,0.308
2019-10-31,0.308
2020-01-30,0.308
2020-04-29,0.308
2020-07-29,0.3075
2020-10-28,0.3075
2021-02-02,0.308
2021-04-27,0.225
2021-07-27,0.225
2021-10-26,0.225
2022-01-25,0.225
