Date,Dividends
1992-10-27,0.26
1993-01-27,0.5
1993-04-27,0.5
1993-07-27,0.5
1993-10-27,0.54
1994-01-27,0.54
1994-04-26,0.54
1994-07-27,0.54
1994-10-27,0.58
1995-01-27,0.59
1995-04-26,0.59
1995-07-31,0.59
1995-10-31,0.59
1996-01-31,0.62
1996-04-30,0.62
1996-07-31,0.62
1996-10-31,0.62
1997-01-30,0.645
1997-04-30,0.645
1997-07-31,0.645
1997-10-29,0.645
1998-01-28,0.67
1998-04-09,2.313
1998-04-28,0.67
1998-07-29,0.67
1998-10-28,0.67
1999-01-27,0.7
1999-04-28,0.7
1999-07-28,0.7
1999-10-27,0.7
2000-01-26,0.5
2000-08-03,0.25
2000-10-27,0.25
2003-10-29,0.15
2004-01-29,0.17
2004-04-28,0.18
2004-07-28,0.18
2004-10-27,0.19
2005-01-27,0.2
2005-04-28,0.21
2005-07-27,0.22
2005-10-27,0.22
2006-01-27,0.23
2006-04-26,0.24
2006-07-27,0.24
2006-11-01,0.25
2007-01-29,0.26
2007-04-26,0.27
2007-07-27,0.27
2007-10-29,0.28
2008-01-29,0.29
2008-04-28,0.3
2008-07-29,0.3
2008-10-29,0.3
2009-01-28,0.3
2009-04-28,0.3
2009-07-29,0.3
2009-10-29,0.3
2010-01-27,0.32
2010-04-28,0.32
2010-07-28,0.36
2010-10-27,0.37
2011-01-27,0.37
2011-04-27,0.38
2011-07-28,0.4
2011-10-27,0.4
2012-01-27,0.41
2012-04-26,0.42
2012-07-27,0.42
2012-10-29,0.44
2012-10-31,0.44
2013-01-29,0.45
2013-04-26,0.46
2013-07-29,0.47
2013-10-29,0.48
2014-01-29,0.49
2014-04-28,0.5
2014-07-29,0.51
2014-10-29,0.52
2015-01-29,0.53
2015-03-27,0.36
2015-04-28,0.18
2015-07-29,0.55
2015-10-29,0.56
2016-01-29,0.57
2016-04-28,0.58
2016-07-28,0.6
2016-10-27,0.61
2017-01-27,0.62
2017-04-27,0.63
2017-07-28,0.64
2017-10-30,0.65
2018-01-30,0.66
2018-04-27,0.66
2018-07-30,0.66
2018-10-30,0.66
2019-01-30,0.66
2019-04-29,0.66
2019-07-30,0.66
2019-10-30,0.67
2020-01-30,0.67
2020-04-29,0.67
2020-07-30,0.67
2020-10-30,0.67
2021-02-05,0.67
2021-04-30,0.67
2021-07-30,0.67
2021-11-04,0.67
2022-02-04,0.67
