Date,Dividends
2013-04-09,0.125
2013-07-09,0.125
2013-10-08,0.125
2014-01-07,0.125
2014-04-07,0.15
2014-07-14,0.15
2014-10-10,0.15
2015-01-14,0.15
2015-04-14,0.17
2015-07-14,0.17
2015-10-13,0.17
2016-01-12,0.17
2016-04-12,0.19
2016-07-12,0.19
2016-10-11,0.19
2017-01-10,0.19
2017-04-11,0.21
2017-07-11,0.21
2017-10-11,0.21
2018-01-10,0.21
2018-04-11,0.22
2018-07-11,0.22
2018-10-10,0.22
2019-01-08,0.22
2019-04-08,0.23
2019-07-10,0.23
2019-10-09,0.23
2020-01-08,0.23
2020-04-06,0.24
2020-07-08,0.24
2020-10-14,0.24
2021-01-06,0.24
2021-04-13,0.25
2021-07-14,0.25
2021-10-13,0.25
2022-01-05,0.25
