Date,Dividends
2000-11-29,0.063
2001-02-27,0.063
2001-05-30,0.063
2001-08-28,0.063
2001-11-28,0.063
2002-02-27,0.063
2002-05-29,0.063
2002-08-28,0.063
2002-11-27,0.063
2011-03-10,0.04
2011-06-14,0.04
2011-09-13,0.04
2011-12-22,0.04
2012-03-12,0.05
2012-06-12,0.05
2012-09-11,0.05
2012-12-10,0.05
2013-03-01,0.06
2013-06-11,0.06
2013-09-11,0.06
2013-12-13,0.08
2014-03-12,0.08
2014-06-11,0.08
2014-09-10,0.08
2014-12-11,0.1
2015-03-12,0.1
2015-06-10,0.1
2015-09-10,0.1
2015-12-16,0.12
2016-03-11,0.12
2016-06-15,0.12
2016-09-14,0.12
2016-12-14,0.135
2017-03-10,0.135
2017-06-14,0.135
2017-09-14,0.135
2017-12-14,0.175
2018-03-19,0.175
2018-06-14,0.175
2018-09-13,0.175
2018-12-13,0.195
2019-03-14,0.195
2019-06-13,0.195
2019-09-12,0.195
2019-12-12,0.203
2020-03-16,0.203
2020-06-11,0.203
2020-09-17,0.203
2020-12-17,0.213
2021-03-15,0.213
2021-06-17,0.213
