Date,Dividends
2005-08-17,0.052
2005-11-16,0.09
2006-02-15,0.09
2006-05-17,0.09
2006-08-09,0.09
2006-11-08,0.09
2007-02-14,0.09
2007-05-16,0.09
2007-08-08,0.09
2007-11-07,0.09
2008-02-06,0.1
2008-05-12,0.1
2008-08-05,0.1
2008-11-05,0.1
2009-02-04,0.1
2009-05-06,0.1
2009-08-05,0.125
2009-11-04,0.125
2010-02-04,0.125
2010-05-05,0.125
2010-08-04,0.125
2010-11-01,0.125
2011-02-03,0.125
2011-05-04,0.16
2011-08-04,0.16
2011-11-03,0.16
2012-02-02,0.16
2012-05-02,0.2
2012-08-02,0.2
2012-11-01,0.2
2012-12-19,0.4
2013-05-02,0.25
2013-08-02,0.25
2013-10-31,0.25
2013-12-18,0.25
2014-02-06,0.3
2014-05-08,0.3
2014-07-31,0.3
2014-10-30,0.3
2015-02-11,1.3
2015-04-30,0.35
2015-07-30,0.35
2015-10-29,0.35
2016-02-09,1.2
2016-04-29,0.38
2016-08-04,0.38
2016-11-03,0.38
2017-02-09,1.2
2017-05-04,0.41
2017-08-03,0.41
2017-11-03,0.41
2018-02-09,1.3
2018-05-04,0.44
2018-08-03,0.44
2018-11-02,0.44
2019-02-14,0.5
2019-05-03,0.47
2019-08-02,0.47
2019-11-07,0.47
2020-02-14,0.47
2020-05-08,0.47
2020-08-07,0.47
2020-11-06,0.47
2021-02-18,0.47
2021-05-07,0.47
2021-08-06,0.47
2021-11-05,0.47
2022-02-11,0.47
